表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,
公開日：,2021年3月5日,,,,,
,,,,,,
***,調査又は集計していないもの,,,,,
-,データが得られないもの,,,,,
X,数値が秘匿されているもの,,,,,
,,,,,,
,,,,,C120110,
調査年 コード,調査年,地域 コード,地域,/項目,C120110_課税対象所得【千円】,注釈
2019100000,2019年度,0,全国,,"202,199,659,825",
2019100000,2019年度,1000,北海道,,"6,967,526,168",
2019100000,2019年度,2000,青森県,,"1,438,633,834",
2019100000,2019年度,3000,岩手県,,"1,499,962,437",
2019100000,2019年度,4000,宮城県,,"3,279,762,222",
2019100000,2019年度,5000,秋田県,,"1,098,132,222",
2019100000,2019年度,6000,山形県,,"1,342,125,446",
2019100000,2019年度,7000,福島県,,"2,496,166,698",
2019100000,2019年度,8000,茨城県,,"4,261,984,881",
2019100000,2019年度,9000,栃木県,,"2,875,466,048",
2019100000,2019年度,10000,群馬県,,"2,787,703,639",
2019100000,2019年度,11000,埼玉県,,"12,216,379,994",
2019100000,2019年度,12000,千葉県,,"10,701,341,995",
2019100000,2019年度,13000,東京都,,"33,033,303,432",
2019100000,2019年度,14000,神奈川県,,"17,735,984,880",
2019100000,2019年度,15000,新潟県,,"2,925,941,645",
2019100000,2019年度,16000,富山県,,"1,548,001,439",
2019100000,2019年度,17000,石川県,,"1,676,856,402",
2019100000,2019年度,18000,福井県,,"1,129,481,990",
2019100000,2019年度,19000,山梨県,,"1,162,024,168",
2019100000,2019年度,20000,長野県,,"2,911,127,826",
2019100000,2019年度,21000,岐阜県,,"2,940,353,636",
2019100000,2019年度,22000,静岡県,,"5,741,440,097",
2019100000,2019年度,23000,愛知県,,"13,602,079,215",
2019100000,2019年度,24000,三重県,,"2,710,275,005",
2019100000,2019年度,25000,滋賀県,,"2,147,013,167",
2019100000,2019年度,26000,京都府,,"3,900,037,123",
2019100000,2019年度,27000,大阪府,,"13,476,226,775",
2019100000,2019年度,28000,兵庫県,,"8,735,604,815",
2019100000,2019年度,29000,奈良県,,"1,967,887,953",
2019100000,2019年度,30000,和歌山県,,"1,173,150,766",
2019100000,2019年度,31000,鳥取県,,"669,908,704",
2019100000,2019年度,32000,島根県,,"843,560,719",
2019100000,2019年度,33000,岡山県,,"2,580,474,391",
2019100000,2019年度,34000,広島県,,"4,178,520,473",
2019100000,2019年度,35000,山口県,,"1,817,045,222",
2019100000,2019年度,36000,徳島県,,"931,018,710",
2019100000,2019年度,37000,香川県,,"1,336,413,629",
2019100000,2019年度,38000,愛媛県,,"1,674,898,694",
2019100000,2019年度,39000,高知県,,"835,060,373",
2019100000,2019年度,40000,福岡県,,"7,109,374,685",
2019100000,2019年度,41000,佐賀県,,"997,482,820",
2019100000,2019年度,42000,長崎県,,"1,572,299,878",
2019100000,2019年度,43000,熊本県,,"2,120,355,797",
2019100000,2019年度,44000,大分県,,"1,378,240,715",
2019100000,2019年度,45000,宮崎県,,"1,220,292,294",
2019100000,2019年度,46000,鹿児島県,,"1,820,551,020",
2019100000,2019年度,47000,沖縄県,,"1,632,185,783",
2018100000,2018年度,0,全国,,"197,762,788,159",
2018100000,2018年度,1000,北海道,,"6,863,677,160",
2018100000,2018年度,2000,青森県,,"1,432,488,083",
2018100000,2018年度,3000,岩手県,,"1,483,560,635",
2018100000,2018年度,4000,宮城県,,"3,241,087,368",
2018100000,2018年度,5000,秋田県,,"1,094,831,224",
2018100000,2018年度,6000,山形県,,"1,326,398,760",
2018100000,2018年度,7000,福島県,,"2,482,948,964",
2018100000,2018年度,8000,茨城県,,"4,203,733,754",
2018100000,2018年度,9000,栃木県,,"2,820,000,711",
2018100000,2018年度,10000,群馬県,,"2,745,153,646",
2018100000,2018年度,11000,埼玉県,,"11,942,938,784",
2018100000,2018年度,12000,千葉県,,"10,487,049,148",
2018100000,2018年度,13000,東京都,,"31,795,771,898",
2018100000,2018年度,14000,神奈川県,,"17,340,578,405",
2018100000,2018年度,15000,新潟県,,"2,891,158,531",
2018100000,2018年度,16000,富山県,,"1,531,255,232",
2018100000,2018年度,17000,石川県,,"1,654,852,055",
2018100000,2018年度,18000,福井県,,"1,110,882,552",
2018100000,2018年度,19000,山梨県,,"1,152,655,692",
2018100000,2018年度,20000,長野県,,"2,813,378,616",
2018100000,2018年度,21000,岐阜県,,"2,880,670,015",
2018100000,2018年度,22000,静岡県,,"5,668,123,201",
2018100000,2018年度,23000,愛知県,,"13,227,994,480",
2018100000,2018年度,24000,三重県,,"2,666,405,220",
2018100000,2018年度,25000,滋賀県,,"2,089,435,246",
2018100000,2018年度,26000,京都府,,"3,795,604,279",
2018100000,2018年度,27000,大阪府,,"13,116,224,822",
2018100000,2018年度,28000,兵庫県,,"8,587,551,307",
2018100000,2018年度,29000,奈良県,,"1,941,582,169",
2018100000,2018年度,30000,和歌山県,,"1,153,440,464",
2018100000,2018年度,31000,鳥取県,,"663,396,645",
2018100000,2018年度,32000,島根県,,"832,428,697",
2018100000,2018年度,33000,岡山県,,"2,555,035,360",
2018100000,2018年度,34000,広島県,,"4,117,029,448",
2018100000,2018年度,35000,山口県,,"1,803,368,971",
2018100000,2018年度,36000,徳島県,,"922,544,338",
2018100000,2018年度,37000,香川県,,"1,317,212,337",
2018100000,2018年度,38000,愛媛県,,"1,649,652,407",
2018100000,2018年度,39000,高知県,,"835,324,936",
2018100000,2018年度,40000,福岡県,,"6,932,942,060",
2018100000,2018年度,41000,佐賀県,,"988,184,896",
2018100000,2018年度,42000,長崎県,,"1,574,729,583",
2018100000,2018年度,43000,熊本県,,"2,070,462,633",
2018100000,2018年度,44000,大分県,,"1,377,693,523",
2018100000,2018年度,45000,宮崎県,,"1,209,743,041",
2018100000,2018年度,46000,鹿児島県,,"1,795,844,026",
2018100000,2018年度,47000,沖縄県,,"1,575,762,837",
2017100000,2017年度,0,全国,,"192,872,957,202",
2017100000,2017年度,1000,北海道,,"6,722,967,905",
2017100000,2017年度,2000,青森県,,"1,415,254,830",
2017100000,2017年度,3000,岩手県,,"1,460,469,707",
2017100000,2017年度,4000,宮城県,,"3,171,546,331",
2017100000,2017年度,5000,秋田県,,"1,074,359,527",
2017100000,2017年度,6000,山形県,,"1,308,504,808",
2017100000,2017年度,7000,福島県,,"2,474,781,296",
2017100000,2017年度,8000,茨城県,,"4,117,614,963",
2017100000,2017年度,9000,栃木県,,"2,770,673,181",
2017100000,2017年度,10000,群馬県,,"2,691,959,245",
2017100000,2017年度,11000,埼玉県,,"11,656,251,925",
2017100000,2017年度,12000,千葉県,,"10,260,150,814",
2017100000,2017年度,13000,東京都,,"30,627,744,312",
2017100000,2017年度,14000,神奈川県,,"16,926,910,573",
2017100000,2017年度,15000,新潟県,,"2,856,137,650",
2017100000,2017年度,16000,富山県,,"1,508,206,997",
2017100000,2017年度,17000,石川県,,"1,630,808,782",
2017100000,2017年度,18000,福井県,,"1,084,440,375",
2017100000,2017年度,19000,山梨県,,"1,107,366,188",
2017100000,2017年度,20000,長野県,,"2,770,581,723",
2017100000,2017年度,21000,岐阜県,,"2,841,523,432",
2017100000,2017年度,22000,静岡県,,"5,543,557,155",
2017100000,2017年度,23000,愛知県,,"12,943,802,563",
2017100000,2017年度,24000,三重県,,"2,593,190,439",
2017100000,2017年度,25000,滋賀県,,"2,042,999,195",
2017100000,2017年度,26000,京都府,,"3,692,964,674",
2017100000,2017年度,27000,大阪府,,"12,691,846,678",
2017100000,2017年度,28000,兵庫県,,"8,357,230,088",
2017100000,2017年度,29000,奈良県,,"1,894,247,037",
2017100000,2017年度,30000,和歌山県,,"1,141,554,254",
2017100000,2017年度,31000,鳥取県,,"651,093,279",
2017100000,2017年度,32000,島根県,,"819,562,180",
2017100000,2017年度,33000,岡山県,,"2,500,170,308",
2017100000,2017年度,34000,広島県,,"4,137,315,242",
2017100000,2017年度,35000,山口県,,"1,772,663,986",
2017100000,2017年度,36000,徳島県,,"906,084,370",
2017100000,2017年度,37000,香川県,,"1,305,881,396",
2017100000,2017年度,38000,愛媛県,,"1,622,973,511",
2017100000,2017年度,39000,高知県,,"822,281,613",
2017100000,2017年度,40000,福岡県,,"6,714,980,282",
2017100000,2017年度,41000,佐賀県,,"962,997,857",
2017100000,2017年度,42000,長崎県,,"1,541,144,330",
2017100000,2017年度,43000,熊本県,,"1,950,981,610",
2017100000,2017年度,44000,大分県,,"1,353,668,417",
2017100000,2017年度,45000,宮崎県,,"1,182,316,205",
2017100000,2017年度,46000,鹿児島県,,"1,758,153,045",
2017100000,2017年度,47000,沖縄県,,"1,491,042,924",
2016100000,2016年度,0,全国,,"188,764,405,761",
2016100000,2016年度,1000,北海道,,"6,570,378,590",
2016100000,2016年度,2000,青森県,,"1,375,963,120",
2016100000,2016年度,3000,岩手県,,"1,429,066,296",
2016100000,2016年度,4000,宮城県,,"3,080,566,917",
2016100000,2016年度,5000,秋田県,,"1,059,888,537",
2016100000,2016年度,6000,山形県,,"1,289,783,918",
2016100000,2016年度,7000,福島県,,"2,436,304,903",
2016100000,2016年度,8000,茨城県,,"4,043,808,615",
2016100000,2016年度,9000,栃木県,,"2,719,125,704",
2016100000,2016年度,10000,群馬県,,"2,633,453,320",
2016100000,2016年度,11000,埼玉県,,"11,397,260,674",
2016100000,2016年度,12000,千葉県,,"10,045,826,379",
2016100000,2016年度,13000,東京都,,"29,697,204,719",
2016100000,2016年度,14000,神奈川県,,"16,588,738,072",
2016100000,2016年度,15000,新潟県,,"2,802,357,120",
2016100000,2016年度,16000,富山県,,"1,486,543,592",
2016100000,2016年度,17000,石川県,,"1,582,582,895",
2016100000,2016年度,18000,福井県,,"1,067,367,915",
2016100000,2016年度,19000,山梨県,,"1,095,724,792",
2016100000,2016年度,20000,長野県,,"2,727,936,061",
2016100000,2016年度,21000,岐阜県,,"2,795,501,972",
2016100000,2016年度,22000,静岡県,,"5,473,832,180",
2016100000,2016年度,23000,愛知県,,"12,673,314,654",
2016100000,2016年度,24000,三重県,,"2,556,093,750",
2016100000,2016年度,25000,滋賀県,,"2,004,847,754",
2016100000,2016年度,26000,京都府,,"3,620,917,281",
2016100000,2016年度,27000,大阪府,,"12,398,067,038",
2016100000,2016年度,28000,兵庫県,,"8,260,508,623",
2016100000,2016年度,29000,奈良県,,"1,873,773,281",
2016100000,2016年度,30000,和歌山県,,"1,124,137,083",
2016100000,2016年度,31000,鳥取県,,"638,571,901",
2016100000,2016年度,32000,島根県,,"805,072,062",
2016100000,2016年度,33000,岡山県,,"2,469,564,311",
2016100000,2016年度,34000,広島県,,"3,976,959,634",
2016100000,2016年度,35000,山口県,,"1,751,880,959",
2016100000,2016年度,36000,徳島県,,"896,169,024",
2016100000,2016年度,37000,香川県,,"1,284,220,990",
2016100000,2016年度,38000,愛媛県,,"1,602,901,797",
2016100000,2016年度,39000,高知県,,"806,266,349",
2016100000,2016年度,40000,福岡県,,"6,562,362,329",
2016100000,2016年度,41000,佐賀県,,"944,680,371",
2016100000,2016年度,42000,長崎県,,"1,510,184,938",
2016100000,2016年度,43000,熊本県,,"1,995,932,191",
2016100000,2016年度,44000,大分県,,"1,325,004,727",
2016100000,2016年度,45000,宮崎県,,"1,155,290,191",
2016100000,2016年度,46000,鹿児島県,,"1,715,421,026",
2016100000,2016年度,47000,沖縄県,,"1,413,047,206",
2015100000,2015年度,0,全国,,"183,717,970,493",
2015100000,2015年度,1000,北海道,,"6,398,879,229",
2015100000,2015年度,2000,青森県,,"1,335,993,473",
2015100000,2015年度,3000,岩手県,,"1,382,209,949",
2015100000,2015年度,4000,宮城県,,"2,979,173,103",
2015100000,2015年度,5000,秋田県,,"1,034,316,541",
2015100000,2015年度,6000,山形県,,"1,254,792,469",
2015100000,2015年度,7000,福島県,,"2,355,633,328",
2015100000,2015年度,8000,茨城県,,"3,969,258,836",
2015100000,2015年度,9000,栃木県,,"2,668,534,033",
2015100000,2015年度,10000,群馬県,,"2,587,255,218",
2015100000,2015年度,11000,埼玉県,,"11,102,584,499",
2015100000,2015年度,12000,千葉県,,"9,798,178,973",
2015100000,2015年度,13000,東京都,,"28,390,831,787",
2015100000,2015年度,14000,神奈川県,,"16,241,355,921",
2015100000,2015年度,15000,新潟県,,"2,751,174,311",
2015100000,2015年度,16000,富山県,,"1,455,884,305",
2015100000,2015年度,17000,石川県,,"1,546,070,080",
2015100000,2015年度,18000,福井県,,"1,040,193,631",
2015100000,2015年度,19000,山梨県,,"1,065,073,254",
2015100000,2015年度,20000,長野県,,"2,682,117,927",
2015100000,2015年度,21000,岐阜県,,"2,726,133,363",
2015100000,2015年度,22000,静岡県,,"5,424,513,383",
2015100000,2015年度,23000,愛知県,,"12,313,286,271",
2015100000,2015年度,24000,三重県,,"2,545,633,103",
2015100000,2015年度,25000,滋賀県,,"1,969,607,257",
2015100000,2015年度,26000,京都府,,"3,532,133,090",
2015100000,2015年度,27000,大阪府,,"12,066,558,783",
2015100000,2015年度,28000,兵庫県,,"8,046,602,441",
2015100000,2015年度,29000,奈良県,,"1,857,731,643",
2015100000,2015年度,30000,和歌山県,,"1,110,152,249",
2015100000,2015年度,31000,鳥取県,,"624,007,768",
2015100000,2015年度,32000,島根県,,"791,619,607",
2015100000,2015年度,33000,岡山県,,"2,428,640,283",
2015100000,2015年度,34000,広島県,,"3,887,816,307",
2015100000,2015年度,35000,山口県,,"1,728,235,847",
2015100000,2015年度,36000,徳島県,,"877,840,339",
2015100000,2015年度,37000,香川県,,"1,256,320,739",
2015100000,2015年度,38000,愛媛県,,"1,561,003,884",
2015100000,2015年度,39000,高知県,,"784,537,218",
2015100000,2015年度,40000,福岡県,,"6,385,958,087",
2015100000,2015年度,41000,佐賀県,,"917,483,561",
2015100000,2015年度,42000,長崎県,,"1,474,310,368",
2015100000,2015年度,43000,熊本県,,"1,925,536,629",
2015100000,2015年度,44000,大分県,,"1,293,006,858",
2015100000,2015年度,45000,宮崎県,,"1,125,165,309",
2015100000,2015年度,46000,鹿児島県,,"1,685,784,293",
2015100000,2015年度,47000,沖縄県,,"1,338,840,946",
2014100000,2014年度,0,全国,,"181,992,189,230",
2014100000,2014年度,1000,北海道,,"6,328,093,171",
2014100000,2014年度,2000,青森県,,"1,321,304,301",
2014100000,2014年度,3000,岩手県,,"1,371,497,119",
2014100000,2014年度,4000,宮城県,,"2,894,284,524",
2014100000,2014年度,5000,秋田県,,"1,039,984,412",
2014100000,2014年度,6000,山形県,,"1,247,976,772",
2014100000,2014年度,7000,福島県,,"2,300,416,630",
2014100000,2014年度,8000,茨城県,,"3,917,209,326",
2014100000,2014年度,9000,栃木県,,"2,657,000,789",
2014100000,2014年度,10000,群馬県,,"2,551,059,206",
2014100000,2014年度,11000,埼玉県,,"10,977,611,267",
2014100000,2014年度,12000,千葉県,,"9,684,647,418",
2014100000,2014年度,13000,東京都,,"28,369,721,176",
2014100000,2014年度,14000,神奈川県,,"16,073,968,744",
2014100000,2014年度,15000,新潟県,,"2,745,442,225",
2014100000,2014年度,16000,富山県,,"1,445,983,762",
2014100000,2014年度,17000,石川県,,"1,533,813,007",
2014100000,2014年度,18000,福井県,,"1,040,439,718",
2014100000,2014年度,19000,山梨県,,"1,048,293,879",
2014100000,2014年度,20000,長野県,,"2,639,307,400",
2014100000,2014年度,21000,岐阜県,,"2,705,127,683",
2014100000,2014年度,22000,静岡県,,"5,379,778,772",
2014100000,2014年度,23000,愛知県,,"12,201,000,399",
2014100000,2014年度,24000,三重県,,"2,505,323,626",
2014100000,2014年度,25000,滋賀県,,"1,949,900,464",
2014100000,2014年度,26000,京都府,,"3,483,608,063",
2014100000,2014年度,27000,大阪府,,"11,923,415,132",
2014100000,2014年度,28000,兵庫県,,"8,017,940,684",
2014100000,2014年度,29000,奈良県,,"1,843,809,033",
2014100000,2014年度,30000,和歌山県,,"1,104,326,490",
2014100000,2014年度,31000,鳥取県,,"618,484,504",
2014100000,2014年度,32000,島根県,,"791,382,129",
2014100000,2014年度,33000,岡山県,,"2,416,776,881",
2014100000,2014年度,34000,広島県,,"3,810,716,046",
2014100000,2014年度,35000,山口県,,"1,718,838,465",
2014100000,2014年度,36000,徳島県,,"874,815,947",
2014100000,2014年度,37000,香川県,,"1,256,179,315",
2014100000,2014年度,38000,愛媛県,,"1,543,711,425",
2014100000,2014年度,39000,高知県,,"776,587,361",
2014100000,2014年度,40000,福岡県,,"6,279,533,403",
2014100000,2014年度,41000,佐賀県,,"900,607,637",
2014100000,2014年度,42000,長崎県,,"1,450,114,772",
2014100000,2014年度,43000,熊本県,,"1,897,549,998",
2014100000,2014年度,44000,大分県,,"1,280,902,197",
2014100000,2014年度,45000,宮崎県,,"1,109,357,517",
2014100000,2014年度,46000,鹿児島県,,"1,669,592,798",
2014100000,2014年度,47000,沖縄県,,"1,294,753,643",
2013100000,2013年度,0,全国,,"177,519,536,011",
2013100000,2013年度,1000,北海道,,"6,220,046,503",
2013100000,2013年度,2000,青森県,,"1,317,684,427",
2013100000,2013年度,3000,岩手県,,"1,330,773,557",
2013100000,2013年度,4000,宮城県,,"2,761,785,946",
2013100000,2013年度,5000,秋田県,,"1,045,280,186",
2013100000,2013年度,6000,山形県,,"1,243,212,584",
2013100000,2013年度,7000,福島県,,"2,216,555,732",
2013100000,2013年度,8000,茨城県,,"3,890,247,555",
2013100000,2013年度,9000,栃木県,,"2,606,934,023",
2013100000,2013年度,10000,群馬県,,"2,496,374,146",
2013100000,2013年度,11000,埼玉県,,"10,773,804,877",
2013100000,2013年度,12000,千葉県,,"9,540,916,626",
2013100000,2013年度,13000,東京都,,"26,479,361,509",
2013100000,2013年度,14000,神奈川県,,"15,726,811,688",
2013100000,2013年度,15000,新潟県,,"2,726,832,348",
2013100000,2013年度,16000,富山県,,"1,438,367,021",
2013100000,2013年度,17000,石川県,,"1,496,714,999",
2013100000,2013年度,18000,福井県,,"1,027,924,871",
2013100000,2013年度,19000,山梨県,,"1,043,394,749",
2013100000,2013年度,20000,長野県,,"2,581,776,970",
2013100000,2013年度,21000,岐阜県,,"2,680,012,770",
2013100000,2013年度,22000,静岡県,,"5,321,224,605",
2013100000,2013年度,23000,愛知県,,"11,853,215,864",
2013100000,2013年度,24000,三重県,,"2,484,288,971",
2013100000,2013年度,25000,滋賀県,,"1,926,132,567",
2013100000,2013年度,26000,京都府,,"3,429,306,661",
2013100000,2013年度,27000,大阪府,,"11,691,923,476",
2013100000,2013年度,28000,兵庫県,,"7,913,560,640",
2013100000,2013年度,29000,奈良県,,"1,838,300,387",
2013100000,2013年度,30000,和歌山県,,"1,104,674,486",
2013100000,2013年度,31000,鳥取県,,"613,105,512",
2013100000,2013年度,32000,島根県,,"777,976,639",
2013100000,2013年度,33000,岡山県,,"2,341,822,953",
2013100000,2013年度,34000,広島県,,"3,769,372,825",
2013100000,2013年度,35000,山口県,,"1,719,093,877",
2013100000,2013年度,36000,徳島県,,"864,864,621",
2013100000,2013年度,37000,香川県,,"1,226,769,694",
2013100000,2013年度,38000,愛媛県,,"1,541,024,617",
2013100000,2013年度,39000,高知県,,"768,436,045",
2013100000,2013年度,40000,福岡県,,"6,197,812,746",
2013100000,2013年度,41000,佐賀県,,"898,087,344",
2013100000,2013年度,42000,長崎県,,"1,461,127,330",
2013100000,2013年度,43000,熊本県,,"1,878,136,699",
2013100000,2013年度,44000,大分県,,"1,261,998,716",
2013100000,2013年度,45000,宮崎県,,"1,093,501,448",
2013100000,2013年度,46000,鹿児島県,,"1,655,228,131",
2013100000,2013年度,47000,沖縄県,,"1,243,736,070",
2012100000,2012年度,0,全国,,"176,054,488,661",
2012100000,2012年度,1000,北海道,,"6,207,560,420",
2012100000,2012年度,2000,青森県,,"1,301,220,250",
2012100000,2012年度,3000,岩手県,,"1,272,447,206",
2012100000,2012年度,4000,宮城県,,"2,522,972,975",
2012100000,2012年度,5000,秋田県,,"1,039,507,616",
2012100000,2012年度,6000,山形県,,"1,226,403,097",
2012100000,2012年度,7000,福島県,,"2,076,795,832",
2012100000,2012年度,8000,茨城県,,"3,846,312,477",
2012100000,2012年度,9000,栃木県,,"2,578,383,226",
2012100000,2012年度,10000,群馬県,,"2,477,578,340",
2012100000,2012年度,11000,埼玉県,,"10,729,060,969",
2012100000,2012年度,12000,千葉県,,"9,513,654,030",
2012100000,2012年度,13000,東京都,,"26,066,575,753",
2012100000,2012年度,14000,神奈川県,,"15,683,648,596",
2012100000,2012年度,15000,新潟県,,"2,728,426,958",
2012100000,2012年度,16000,富山県,,"1,438,849,641",
2012100000,2012年度,17000,石川県,,"1,492,310,589",
2012100000,2012年度,18000,福井県,,"1,033,173,413",
2012100000,2012年度,19000,山梨県,,"1,048,978,487",
2012100000,2012年度,20000,長野県,,"2,603,970,772",
2012100000,2012年度,21000,岐阜県,,"2,675,558,162",
2012100000,2012年度,22000,静岡県,,"5,305,447,486",
2012100000,2012年度,23000,愛知県,,"11,603,439,039",
2012100000,2012年度,24000,三重県,,"2,475,237,852",
2012100000,2012年度,25000,滋賀県,,"1,926,403,697",
2012100000,2012年度,26000,京都府,,"3,440,302,000",
2012100000,2012年度,27000,大阪府,,"11,629,486,611",
2012100000,2012年度,28000,兵庫県,,"7,878,020,715",
2012100000,2012年度,29000,奈良県,,"1,850,291,080",
2012100000,2012年度,30000,和歌山県,,"1,099,834,174",
2012100000,2012年度,31000,鳥取県,,"616,484,085",
2012100000,2012年度,32000,島根県,,"780,090,003",
2012100000,2012年度,33000,岡山県,,"2,340,810,097",
2012100000,2012年度,34000,広島県,,"3,787,342,817",
2012100000,2012年度,35000,山口県,,"1,741,440,785",
2012100000,2012年度,36000,徳島県,,"860,114,297",
2012100000,2012年度,37000,香川県,,"1,276,599,277",
2012100000,2012年度,38000,愛媛県,,"1,539,896,153",
2012100000,2012年度,39000,高知県,,"770,389,617",
2012100000,2012年度,40000,福岡県,,"6,128,841,191",
2012100000,2012年度,41000,佐賀県,,"893,012,198",
2012100000,2012年度,42000,長崎県,,"1,451,343,987",
2012100000,2012年度,43000,熊本県,,"1,868,491,024",
2012100000,2012年度,44000,大分県,,"1,265,542,363",
2012100000,2012年度,45000,宮崎県,,"1,092,329,116",
2012100000,2012年度,46000,鹿児島県,,"1,650,647,471",
2012100000,2012年度,47000,沖縄県,,"1,219,262,717",
2011100000,2011年度,0,全国,,"175,455,907,119",
2011100000,2011年度,1000,北海道,,"6,212,231,690",
2011100000,2011年度,2000,青森県,,"1,302,782,012",
2011100000,2011年度,3000,岩手県,,"1,283,491,264",
2011100000,2011年度,4000,宮城県,,"2,683,888,254",
2011100000,2011年度,5000,秋田県,,"1,023,818,463",
2011100000,2011年度,6000,山形県,,"1,206,260,420",
2011100000,2011年度,7000,福島県,,"2,143,692,367",
2011100000,2011年度,8000,茨城県,,"3,842,017,951",
2011100000,2011年度,9000,栃木県,,"2,589,442,822",
2011100000,2011年度,10000,群馬県,,"2,475,558,258",
2011100000,2011年度,11000,埼玉県,,"10,696,873,892",
2011100000,2011年度,12000,千葉県,,"9,548,911,853",
2011100000,2011年度,13000,東京都,,"25,920,709,468",
2011100000,2011年度,14000,神奈川県,,"15,617,067,167",
2011100000,2011年度,15000,新潟県,,"2,702,898,509",
2011100000,2011年度,16000,富山県,,"1,419,646,374",
2011100000,2011年度,17000,石川県,,"1,472,548,261",
2011100000,2011年度,18000,福井県,,"1,020,919,265",
2011100000,2011年度,19000,山梨県,,"1,049,861,967",
2011100000,2011年度,20000,長野県,,"2,590,820,097",
2011100000,2011年度,21000,岐阜県,,"2,651,173,120",
2011100000,2011年度,22000,静岡県,,"5,301,524,778",
2011100000,2011年度,23000,愛知県,,"11,511,615,154",
2011100000,2011年度,24000,三重県,,"2,465,573,124",
2011100000,2011年度,25000,滋賀県,,"1,905,151,290",
2011100000,2011年度,26000,京都府,,"3,427,258,401",
2011100000,2011年度,27000,大阪府,,"11,552,872,016",
2011100000,2011年度,28000,兵庫県,,"7,822,028,275",
2011100000,2011年度,29000,奈良県,,"1,854,744,895",
2011100000,2011年度,30000,和歌山県,,"1,099,958,431",
2011100000,2011年度,31000,鳥取県,,"617,502,591",
2011100000,2011年度,32000,島根県,,"778,306,061",
2011100000,2011年度,33000,岡山県,,"2,327,752,914",
2011100000,2011年度,34000,広島県,,"3,776,921,721",
2011100000,2011年度,35000,山口県,,"1,736,027,961",
2011100000,2011年度,36000,徳島県,,"854,768,775",
2011100000,2011年度,37000,香川県,,"1,229,998,744",
2011100000,2011年度,38000,愛媛県,,"1,540,863,104",
2011100000,2011年度,39000,高知県,,"774,589,263",
2011100000,2011年度,40000,福岡県,,"6,068,993,884",
2011100000,2011年度,41000,佐賀県,,"892,596,133",
2011100000,2011年度,42000,長崎県,,"1,453,025,752",
2011100000,2011年度,43000,熊本県,,"1,845,640,498",
2011100000,2011年度,44000,大分県,,"1,263,733,823",
2011100000,2011年度,45000,宮崎県,,"1,087,617,406",
2011100000,2011年度,46000,鹿児島県,,"1,620,820,388",
2011100000,2011年度,47000,沖縄県,,"1,191,408,263",
2010100000,2010年度,0,全国,,"175,795,319,740",
2010100000,2010年度,1000,北海道,,"6,269,035,124",
2010100000,2010年度,2000,青森県,,"1,305,666,757",
2010100000,2010年度,3000,岩手県,,"1,303,693,847",
2010100000,2010年度,4000,宮城県,,"2,778,432,701",
2010100000,2010年度,5000,秋田県,,"1,033,641,083",
2010100000,2010年度,6000,山形県,,"1,202,950,424",
2010100000,2010年度,7000,福島県,,"2,159,075,544",
2010100000,2010年度,8000,茨城県,,"3,838,453,636",
2010100000,2010年度,9000,栃木県,,"2,558,598,569",
2010100000,2010年度,10000,群馬県,,"2,456,489,137",
2010100000,2010年度,11000,埼玉県,,"10,714,569,222",
2010100000,2010年度,12000,千葉県,,"9,628,298,709",
2010100000,2010年度,13000,東京都,,"25,919,203,762",
2010100000,2010年度,14000,神奈川県,,"15,595,048,615",
2010100000,2010年度,15000,新潟県,,"2,724,655,144",
2010100000,2010年度,16000,富山県,,"1,409,661,536",
2010100000,2010年度,17000,石川県,,"1,495,964,970",
2010100000,2010年度,18000,福井県,,"1,017,322,921",
2010100000,2010年度,19000,山梨県,,"1,036,446,659",
2010100000,2010年度,20000,長野県,,"2,545,213,578",
2010100000,2010年度,21000,岐阜県,,"2,652,376,805",
2010100000,2010年度,22000,静岡県,,"5,317,495,770",
2010100000,2010年度,23000,愛知県,,"11,520,205,577",
2010100000,2010年度,24000,三重県,,"2,449,852,149",
2010100000,2010年度,25000,滋賀県,,"1,880,489,345",
2010100000,2010年度,26000,京都府,,"3,444,738,666",
2010100000,2010年度,27000,大阪府,,"11,630,525,539",
2010100000,2010年度,28000,兵庫県,,"7,845,155,421",
2010100000,2010年度,29000,奈良県,,"1,866,786,797",
2010100000,2010年度,30000,和歌山県,,"1,104,031,450",
2010100000,2010年度,31000,鳥取県,,"612,368,243",
2010100000,2010年度,32000,島根県,,"777,773,511",
2010100000,2010年度,33000,岡山県,,"2,333,967,583",
2010100000,2010年度,34000,広島県,,"3,798,179,657",
2010100000,2010年度,35000,山口県,,"1,746,030,627",
2010100000,2010年度,36000,徳島県,,"849,479,004",
2010100000,2010年度,37000,香川県,,"1,234,999,708",
2010100000,2010年度,38000,愛媛県,,"1,551,196,386",
2010100000,2010年度,39000,高知県,,"771,358,554",
2010100000,2010年度,40000,福岡県,,"6,059,638,373",
2010100000,2010年度,41000,佐賀県,,"889,128,537",
2010100000,2010年度,42000,長崎県,,"1,461,015,552",
2010100000,2010年度,43000,熊本県,,"1,828,597,569",
2010100000,2010年度,44000,大分県,,"1,263,477,297",
2010100000,2010年度,45000,宮崎県,,"1,092,327,581",
2010100000,2010年度,46000,鹿児島県,,"1,635,609,314",
2010100000,2010年度,47000,沖縄県,,"1,186,092,787",
2009100000,2009年度,0,全国,,"188,160,550,461",
2009100000,2009年度,1000,北海道,,"6,509,274,843",
