prefecture_num,prefecture,year,month,bankruptcy
28,兵庫県,2017,7,43
29,奈良県,2017,7,5
30,和歌山県,2017,7,6
31,鳥取県,2017,7,2
32,島根県,2017,7,4
33,岡山県,2017,7,2
34,広島県,2017,7,12
35,山口県,2017,7,4
36,徳島県,2017,7,1
37,香川県,2017,7,3
38,愛媛県,2017,7,3
39,高知県,2017,7,2
40,福岡県,2017,7,20
41,佐賀県,2017,7,2
42,長崎県,2017,7,2
43,熊本県,2017,7,6
44,大分県,2017,7,0
45,宮崎県,2017,7,5
46,鹿児島県,2017,7,4
47,沖縄県,2017,7,5
1,北海道,2017,8,16
2,青森県,2017,8,3
3,岩手県,2017,8,9
4,宮城県,2017,8,7
5,秋田県,2017,8,2
6,山形県,2017,8,4
7,福島県,2017,8,2
8,茨城県,2017,8,8
9,栃木県,2017,8,8
10,群馬県,2017,8,3
11,埼玉県,2017,8,35
12,千葉県,2017,8,24
13,東京都,2017,8,116
14,神奈川県,2017,8,40
15,新潟県,2017,8,10
19,山梨県,2017,8,3
20,長野県,2017,8,5
21,岐阜県,2017,8,12
22,静岡県,2017,8,21
23,愛知県,2017,8,37
24,三重県,2017,8,9
16,富山県,2017,8,7
17,石川県,2017,8,4
18,福井県,2017,8,1
25,滋賀県,2017,8,6
26,京都府,2017,8,19
27,大阪府,2017,8,106
28,兵庫県,2017,8,39
29,奈良県,2017,8,9
30,和歌山県,2017,8,2
31,鳥取県,2017,8,0
32,島根県,2017,8,2
33,岡山県,2017,8,6
34,広島県,2017,8,9
35,山口県,2017,8,7
36,徳島県,2017,8,4
37,香川県,2017,8,2
38,愛媛県,2017,8,1
39,高知県,2017,8,3
40,福岡県,2017,8,18
41,佐賀県,2017,8,3
42,長崎県,2017,8,4
43,熊本県,2017,8,1
44,大分県,2017,8,4
45,宮崎県,2017,8,0
46,鹿児島県,2017,8,7
47,沖縄県,2017,8,1
1,北海道,2017,9,20
2,青森県,2017,9,2
3,岩手県,2017,9,5
4,宮城県,2017,9,6
5,秋田県,2017,9,4
6,山形県,2017,9,4
7,福島県,2017,9,3
8,茨城県,2017,9,10
9,栃木県,2017,9,10
10,群馬県,2017,9,8
11,埼玉県,2017,9,26
12,千葉県,2017,9,12
13,東京都,2017,9,136
14,神奈川県,2017,9,43
15,新潟県,2017,9,10
19,山梨県,2017,9,1
20,長野県,2017,9,6
21,岐阜県,2017,9,11
22,静岡県,2017,9,23
23,愛知県,2017,9,45
24,三重県,2017,9,9
16,富山県,2017,9,4
17,石川県,2017,9,8
18,福井県,2017,9,3
25,滋賀県,2017,9,13
26,京都府,2017,9,20
27,大阪府,2017,9,103
28,兵庫県,2017,9,43
29,奈良県,2017,9,10
30,和歌山県,2017,9,8
31,鳥取県,2017,9,2
32,島根県,2017,9,1
33,岡山県,2017,9,6
34,広島県,2017,9,5
35,山口県,2017,9,4
36,徳島県,2017,9,4
37,香川県,2017,9,2
38,愛媛県,2017,9,3
39,高知県,2017,9,2
40,福岡県,2017,9,21
41,佐賀県,2017,9,2
42,長崎県,2017,9,2
43,熊本県,2017,9,2
44,大分県,2017,9,8
45,宮崎県,2017,9,3
46,鹿児島県,2017,9,5
47,沖縄県,2017,9,1
1,北海道,2017,10,20
2,青森県,2017,10,0
3,岩手県,2017,10,6
4,宮城県,2017,10,6
5,秋田県,2017,10,4
6,山形県,2017,10,4
7,福島県,2017,10,2
8,茨城県,2017,10,5
9,栃木県,2017,10,13
10,群馬県,2017,10,7
11,埼玉県,2017,10,30
12,千葉県,2017,10,18
13,東京都,2017,10,135
14,神奈川県,2017,10,55
15,新潟県,2017,10,10
19,山梨県,2017,10,4
20,長野県,2017,10,7
21,岐阜県,2017,10,7
22,静岡県,2017,10,23
23,愛知県,2017,10,45
24,三重県,2017,10,12
16,富山県,2017,10,12
17,石川県,2017,10,7
18,福井県,2017,10,4
25,滋賀県,2017,10,9
26,京都府,2017,10,19
27,大阪府,2017,10,118
28,兵庫県,2017,10,32
29,奈良県,2017,10,5
30,和歌山県,2017,10,7
31,鳥取県,2017,10,1
32,島根県,2017,10,3
33,岡山県,2017,10,8
34,広島県,2017,10,21
35,山口県,2017,10,1
36,徳島県,2017,10,1
37,香川県,2017,10,2
38,愛媛県,2017,10,4
39,高知県,2017,10,3
40,福岡県,2017,10,31
41,佐賀県,2017,10,8
42,長崎県,2017,10,3
43,熊本県,2017,10,5
44,大分県,2017,10,5
45,宮崎県,2017,10,3
46,鹿児島県,2017,10,4
47,沖縄県,2017,10,4
1,北海道,2017,11,27
2,青森県,2017,11,3
3,岩手県,2017,11,2
4,宮城県,2017,11,7
5,秋田県,2017,11,3
6,山形県,2017,11,3
7,福島県,2017,11,5
8,茨城県,2017,11,6
9,栃木県,2017,11,11
10,群馬県,2017,11,7
11,埼玉県,2017,11,18
12,千葉県,2017,11,23
13,東京都,2017,11,139
14,神奈川県,2017,11,46
15,新潟県,2017,11,6
19,山梨県,2017,11,5
20,長野県,2017,11,4
21,岐阜県,2017,11,14
22,静岡県,2017,11,21
23,愛知県,2017,11,49
24,三重県,2017,11,11
16,富山県,2017,11,5
17,石川県,2017,11,4
18,福井県,2017,11,5
25,滋賀県,2017,11,7
26,京都府,2017,11,23
27,大阪府,2017,11,96
28,兵庫県,2017,11,35
29,奈良県,2017,11,7
30,和歌山県,2017,11,9
31,鳥取県,2017,11,2
32,島根県,2017,11,6
33,岡山県,2017,11,7
34,広島県,2017,11,8
35,山口県,2017,11,7
36,徳島県,2017,11,2
37,香川県,2017,11,4
38,愛媛県,2017,11,2
39,高知県,2017,11,1
40,福岡県,2017,11,20
41,佐賀県,2017,11,2
42,長崎県,2017,11,1
43,熊本県,2017,11,0
44,大分県,2017,11,2
45,宮崎県,2017,11,2
46,鹿児島県,2017,11,2
47,沖縄県,2017,11,8
1,北海道,2017,12,18
2,青森県,2017,12,8
3,岩手県,2017,12,1
4,宮城県,2017,12,15
5,秋田県,2017,12,5
6,山形県,2017,12,5
7,福島県,2017,12,11
8,茨城県,2017,12,6
9,栃木県,2017,12,7
10,群馬県,2017,12,8
11,埼玉県,2017,12,31
12,千葉県,2017,12,18
13,東京都,2017,12,130
14,神奈川県,2017,12,44
15,新潟県,2017,12,11
19,山梨県,2017,12,3
20,長野県,2017,12,6
21,岐阜県,2017,12,16
22,静岡県,2017,12,15
23,愛知県,2017,12,41
24,三重県,2017,12,17
16,富山県,2017,12,1
17,石川県,2017,12,3
18,福井県,2017,12,3
25,滋賀県,2017,12,6
26,京都府,2017,12,15
27,大阪府,2017,12,102
28,兵庫県,2017,12,39
29,奈良県,2017,12,8
30,和歌山県,2017,12,4
31,鳥取県,2017,12,2
32,島根県,2017,12,4
33,岡山県,2017,12,10
34,広島県,2017,12,8
35,山口県,2017,12,4
36,徳島県,2017,12,8
37,香川県,2017,12,3
38,愛媛県,2017,12,5
39,高知県,2017,12,2
40,福岡県,2017,12,32
41,佐賀県,2017,12,4
42,長崎県,2017,12,3
43,熊本県,2017,12,4
44,大分県,2017,12,2
45,宮崎県,2017,12,1
46,鹿児島県,2017,12,3
47,沖縄県,2017,12,4
1,北海道,2018,1,19
2,青森県,2018,1,2
3,岩手県,2018,1,3
4,宮城県,2018,1,6
5,秋田県,2018,1,7
6,山形県,2018,1,1
7,福島県,2018,1,4
8,茨城県,2018,1,14
9,栃木県,2018,1,9
10,群馬県,2018,1,8
11,埼玉県,2018,1,19
12,千葉県,2018,1,20
13,東京都,2018,1,121
14,神奈川県,2018,1,28
15,新潟県,2018,1,8
19,山梨県,2018,1,5
20,長野県,2018,1,8
21,岐阜県,2018,1,12
22,静岡県,2018,1,18
23,愛知県,2018,1,55
24,三重県,2018,1,1
16,富山県,2018,1,8
17,石川県,2018,1,5
18,福井県,2018,1,4
25,滋賀県,2018,1,8
26,京都府,2018,1,25
27,大阪府,2018,1,91
28,兵庫県,2018,1,30
29,奈良県,2018,1,11
30,和歌山県,2018,1,8
31,鳥取県,2018,1,0
32,島根県,2018,1,3
33,岡山県,2018,1,7
34,広島県,2018,1,7
35,山口県,2018,1,4
36,徳島県,2018,1,3
37,香川県,2018,1,1
38,愛媛県,2018,1,2
39,高知県,2018,1,4
40,福岡県,2018,1,20
41,佐賀県,2018,1,4
42,長崎県,2018,1,2
43,熊本県,2018,1,8
44,大分県,2018,1,4
45,宮崎県,2018,1,2
46,鹿児島県,2018,1,4
47,沖縄県,2018,1,2
1,北海道,2018,2,19
2,青森県,2018,2,5
3,岩手県,2018,2,2
4,宮城県,2018,2,7
5,秋田県,2018,2,4
6,山形県,2018,2,4
7,福島県,2018,2,5
8,茨城県,2018,2,6
9,栃木県,2018,2,7
10,群馬県,2018,2,8
11,埼玉県,2018,2,34
12,千葉県,2018,2,10
13,東京都,2018,2,112
14,神奈川県,2018,2,30
15,新潟県,2018,2,9
19,山梨県,2018,2,7
20,長野県,2018,2,8
21,岐阜県,2018,2,13
22,静岡県,2018,2,22
23,愛知県,2018,2,38
24,三重県,2018,2,5
16,富山県,2018,2,7
17,石川県,2018,2,8
18,福井県,2018,2,1
25,滋賀県,2018,2,9
26,京都府,2018,2,24
27,大阪府,2018,2,84
28,兵庫県,2018,2,36
29,奈良県,2018,2,7
30,和歌山県,2018,2,6
31,鳥取県,2018,2,2
32,島根県,2018,2,4
33,岡山県,2018,2,9
34,広島県,2018,2,7
35,山口県,2018,2,7
36,徳島県,2018,2,1
37,香川県,2018,2,6
38,愛媛県,2018,2,2
39,高知県,2018,2,5
40,福岡県,2018,2,17
41,佐賀県,2018,2,1
42,長崎県,2018,2,7
43,熊本県,2018,2,0
44,大分県,2018,2,1
45,宮崎県,2018,2,1
46,鹿児島県,2018,2,6
47,沖縄県,2018,2,4
1,北海道,2018,3,27
2,青森県,2018,3,8
3,岩手県,2018,3,3
4,宮城県,2018,3,5
5,秋田県,2018,3,6
6,山形県,2018,3,6
7,福島県,2018,3,2
8,茨城県,2018,3,23
9,栃木県,2018,3,7
10,群馬県,2018,3,12
11,埼玉県,2018,3,44
12,千葉県,2018,3,22
13,東京都,2018,3,112
14,神奈川県,2018,3,45
15,新潟県,2018,3,15
19,山梨県,2018,3,2
20,長野県,2018,3,11
21,岐阜県,2018,3,19
22,静岡県,2018,3,26
23,愛知県,2018,3,58
24,三重県,2018,3,6
16,富山県,2018,3,3
17,石川県,2018,3,8
18,福井県,2018,3,3
25,滋賀県,2018,3,7
26,京都府,2018,3,29
27,大阪府,2018,3,98
28,兵庫県,2018,3,43
29,奈良県,2018,3,9
30,和歌山県,2018,3,12
31,鳥取県,2018,3,2
32,島根県,2018,3,3
33,岡山県,2018,3,4
34,広島県,2018,3,23
35,山口県,2018,3,6
36,徳島県,2018,3,7
37,香川県,2018,3,3
38,愛媛県,2018,3,6
39,高知県,2018,3,2
40,福岡県,2018,3,37
41,佐賀県,2018,3,1
42,長崎県,2018,3,6
43,熊本県,2018,3,1
44,大分県,2018,3,4
45,宮崎県,2018,3,2
46,鹿児島県,2018,3,5
47,沖縄県,2018,3,6
1,北海道,2018,4,16
2,青森県,2018,4,4
3,岩手県,2018,4,2
4,宮城県,2018,4,15
5,秋田県,2018,4,2
6,山形県,2018,4,3
7,福島県,2018,4,7
8,茨城県,2018,4,7
9,栃木県,2018,4,9
10,群馬県,2018,4,6
11,埼玉県,2018,4,27
12,千葉県,2018,4,32
13,東京都,2018,4,120
14,神奈川県,2018,4,25
15,新潟県,2018,4,6
19,山梨県,2018,4,2
20,長野県,2018,4,5
21,岐阜県,2018,4,8
22,静岡県,2018,4,12
23,愛知県,2018,4,54
24,三重県,2018,4,6
16,富山県,2018,4,3
17,石川県,2018,4,2
18,福井県,2018,4,3
25,滋賀県,2018,4,14
26,京都府,2018,4,19
27,大阪府,2018,4,86
28,兵庫県,2018,4,33
29,奈良県,2018,4,9
30,和歌山県,2018,4,7
31,鳥取県,2018,4,1
32,島根県,2018,4,1
33,岡山県,2018,4,2
34,広島県,2018,4,21
35,山口県,2018,4,2
36,徳島県,2018,4,5
37,香川県,2018,4,7
38,愛媛県,2018,4,3
39,高知県,2018,4,1
40,福岡県,2018,4,26
41,佐賀県,2018,4,4
42,長崎県,2018,4,7
43,熊本県,2018,4,5
44,大分県,2018,4,4
45,宮崎県,2018,4,1
46,鹿児島県,2018,4,10
47,沖縄県,2018,4,6
1,北海道,2018,5,27
2,青森県,2018,5,3
3,岩手県,2018,5,3
4,宮城県,2018,5,15
5,秋田県,2018,5,3
6,山形県,2018,5,8
7,福島県,2018,5,7
8,茨城県,2018,5,10
9,栃木県,2018,5,9
10,群馬県,2018,5,9
11,埼玉県,2018,5,25
12,千葉県,2018,5,35
13,東京都,2018,5,144
14,神奈川県,2018,5,36
15,新潟県,2018,5,9
19,山梨県,2018,5,4
20,長野県,2018,5,5
21,岐阜県,2018,5,15
22,静岡県,2018,5,24
23,愛知県,2018,5,55
24,三重県,2018,5,5
16,富山県,2018,5,6
17,石川県,2018,5,5
18,福井県,2018,5,5
25,滋賀県,2018,5,16
26,京都府,2018,5,28
27,大阪府,2018,5,100
28,兵庫県,2018,5,40
29,奈良県,2018,5,11
30,和歌山県,2018,5,6
31,鳥取県,2018,5,5
32,島根県,2018,5,4
33,岡山県,2018,5,6
34,広島県,2018,5,9
35,山口県,2018,5,9
36,徳島県,2018,5,2
37,香川県,2018,5,4
38,愛媛県,2018,5,4
39,高知県,2018,5,1
40,福岡県,2018,5,33
41,佐賀県,2018,5,2
42,長崎県,2018,5,4
43,熊本県,2018,5,4
44,大分県,2018,5,4
45,宮崎県,2018,5,1
46,鹿児島県,2018,5,3
47,沖縄県,2018,5,4
1,北海道,2018,6,19
2,青森県,2018,6,4
3,岩手県,2018,6,3
4,宮城県,2018,6,12
5,秋田県,2018,6,1
6,山形県,2018,6,2
7,福島県,2018,6,9
8,茨城県,2018,6,7
9,栃木県,2018,6,13
10,群馬県,2018,6,15
11,埼玉県,2018,6,24
12,千葉県,2018,6,16
13,東京都,2018,6,118
14,神奈川県,2018,6,42
15,新潟県,2018,6,11
19,山梨県,2018,6,3
20,長野県,2018,6,9
21,岐阜県,2018,6,10
22,静岡県,2018,6,27
23,愛知県,2018,6,57
24,三重県,2018,6,5
16,富山県,2018,6,4
17,石川県,2018,6,10
18,福井県,2018,6,1
25,滋賀県,2018,6,8
26,京都府,2018,6,24
27,大阪府,2018,6,100
28,兵庫県,2018,6,33
29,奈良県,2018,6,9
30,和歌山県,2018,6,7
31,鳥取県,2018,6,0
32,島根県,2018,6,3
33,岡山県,2018,6,2
34,広島県,2018,6,10
35,山口県,2018,6,5
36,徳島県,2018,6,1
37,香川県,2018,6,5
38,愛媛県,2018,6,5
39,高知県,2018,6,3
40,福岡県,2018,6,24
41,佐賀県,2018,6,1
42,長崎県,2018,6,4
43,熊本県,2018,6,4
44,大分県,2018,6,2
45,宮崎県,2018,6,7
46,鹿児島県,2018,6,7
47,沖縄県,2018,6,4
1,北海道,2018,7,18
2,青森県,2018,7,4
3,岩手県,2018,7,2
4,宮城県,2018,7,4
5,秋田県,2018,7,9
6,山形県,2018,7,4
7,福島県,2018,7,7
8,茨城県,2018,7,7
9,栃木県,2018,7,11
10,群馬県,2018,7,5
11,埼玉県,2018,7,37
12,千葉県,2018,7,16
13,東京都,2018,7,139
14,神奈川県,2018,7,43
15,新潟県,2018,7,5
19,山梨県,2018,7,4
20,長野県,2018,7,10
21,岐阜県,2018,7,8
22,静岡県,2018,7,16
23,愛知県,2018,7,58
24,三重県,2018,7,3
16,富山県,2018,7,8
17,石川県,2018,7,9
18,福井県,2018,7,2
25,滋賀県,2018,7,8
26,京都府,2018,7,21
27,大阪府,2018,7,94
28,兵庫県,2018,7,33
29,奈良県,2018,7,6
30,和歌山県,2018,7,7
31,鳥取県,2018,7,4
32,島根県,2018,7,1
33,岡山県,2018,7,7
34,広島県,2018,7,13
35,山口県,2018,7,4
36,徳島県,2018,7,2
37,香川県,2018,7,6
38,愛媛県,2018,7,3
39,高知県,2018,7,4
40,福岡県,2018,7,29
41,佐賀県,2018,7,3
42,長崎県,2018,7,4
43,熊本県,2018,7,1
44,大分県,2018,7,4
45,宮崎県,2018,7,3
46,鹿児島県,2018,7,10
47,沖縄県,2018,7,6
1,北海道,2018,8,18
2,青森県,2018,8,3
3,岩手県,2018,8,4
4,宮城県,2018,8,14
5,秋田県,2018,8,7
6,山形県,2018,8,4
7,福島県,2018,8,8
8,茨城県,2018,8,7
9,栃木県,2018,8,7
10,群馬県,2018,8,13
11,埼玉県,2018,8,30
12,千葉県,2018,8,25
13,東京都,2018,8,124
14,神奈川県,2018,8,47
15,新潟県,2018,8,3
19,山梨県,2018,8,2
20,長野県,2018,8,6
21,岐阜県,2018,8,12
22,静岡県,2018,8,22
23,愛知県,2018,8,45
24,三重県,2018,8,7
16,富山県,2018,8,12
17,石川県,2018,8,6
18,福井県,2018,8,1
25,滋賀県,2018,8,10
26,京都府,2018,8,26
27,大阪府,2018,8,96
28,兵庫県,2018,8,30
29,奈良県,2018,8,9
30,和歌山県,2018,8,4
31,鳥取県,2018,8,0
32,島根県,2018,8,4
33,岡山県,2018,8,6
34,広島県,2018,8,9
35,山口県,2018,8,8
36,徳島県,2018,8,1
37,香川県,2018,8,2
38,愛媛県,2018,8,4
39,高知県,2018,8,3
40,福岡県,2018,8,26
41,佐賀県,2018,8,4
42,長崎県,2018,8,1
43,熊本県,2018,8,2
44,大分県,2018,8,3
45,宮崎県,2018,8,7
46,鹿児島県,2018,8,9
47,沖縄県,2018,8,3
1,北海道,2018,9,17
2,青森県,2018,9,3
3,岩手県,2018,9,2
4,宮城県,2018,9,6
5,秋田県,2018,9,1
6,山形県,2018,9,6
7,福島県,2018,9,6
8,茨城県,2018,9,9
9,栃木県,2018,9,5
10,群馬県,2018,9,11
11,埼玉県,2018,9,32
12,千葉県,2018,9,17
13,東京都,2018,9,145
14,神奈川県,2018,9,35
15,新潟県,2018,9,3
19,山梨県,2018,9,9
20,長野県,2018,9,8
21,岐阜県,2018,9,10
22,静岡県,2018,9,10
23,愛知県,2018,9,50
24,三重県,2018,9,7
16,富山県,2018,9,10
17,石川県,2018,9,4
18,福井県,2018,9,5
25,滋賀県,2018,9,9
26,京都府,2018,9,20
27,大阪府,2018,9,63
28,兵庫県,2018,9,22
29,奈良県,2018,9,6
30,和歌山県,2018,9,7
31,鳥取県,2018,9,3
32,島根県,2018,9,0
33,岡山県,2018,9,3
34,広島県,2018,9,12
35,山口県,2018,9,7
36,徳島県,2018,9,1
37,香川県,2018,9,5
38,愛媛県,2018,9,4
39,高知県,2018,9,3
40,福岡県,2018,9,24
41,佐賀県,2018,9,3
42,長崎県,2018,9,3
43,熊本県,2018,9,2
44,大分県,2018,9,4
45,宮崎県,2018,9,2
46,鹿児島県,2018,9,5
47,沖縄県,2018,9,2
1,北海道,2018,10,15
2,青森県,2018,10,5
3,岩手県,2018,10,2
4,宮城県,2018,10,10
5,秋田県,2018,10,0
6,山形県,2018,10,1
7,福島県,2018,10,7
8,茨城県,2018,10,7
9,栃木県,2018,10,8
10,群馬県,2018,10,7
11,埼玉県,2018,10,22
12,千葉県,2018,10,24
13,東京都,2018,10,141
14,神奈川県,2018,10,40
15,新潟県,2018,10,8
19,山梨県,2018,10,2
20,長野県,2018,10,11
21,岐阜県,2018,10,8
22,静岡県,2018,10,20
23,愛知県,2018,10,49
24,三重県,2018,10,8
16,富山県,2018,10,5
17,石川県,2018,10,7
18,福井県,2018,10,6
25,滋賀県,2018,10,10
26,京都府,2018,10,16
27,大阪府,2018,10,114
28,兵庫県,2018,10,47
29,奈良県,2018,10,8
30,和歌山県,2018,10,5
31,鳥取県,2018,10,0
32,島根県,2018,10,4
33,岡山県,2018,10,5
34,広島県,2018,10,22
35,山口県,2018,10,5
36,徳島県,2018,10,4
37,香川県,2018,10,5
38,愛媛県,2018,10,4
39,高知県,2018,10,4
40,福岡県,2018,10,41
41,佐賀県,2018,10,2
42,長崎県,2018,10,3
43,熊本県,2018,10,5
44,大分県,2018,10,4
45,宮崎県,2018,10,1
46,鹿児島県,2018,10,5
47,沖縄県,2018,10,3
1,北海道,2018,11,18
2,青森県,2018,11,1
3,岩手県,2018,11,2
4,宮城県,2018,11,13
5,秋田県,2018,11,7
6,山形県,2018,11,4
7,福島県,2018,11,9
8,茨城県,2018,11,21
9,栃木県,2018,11,9
10,群馬県,2018,11,4
11,埼玉県,2018,11,40
12,千葉県,2018,11,20
13,東京都,2018,11,134
14,神奈川県,2018,11,36
15,新潟県,2018,11,7
19,山梨県,2018,11,4
20,長野県,2018,11,9
21,岐阜県,2018,11,14
22,静岡県,2018,11,17
23,愛知県,2018,11,48
24,三重県,2018,11,9
16,富山県,2018,11,4
17,石川県,2018,11,6
18,福井県,2018,11,6
25,滋賀県,2018,11,10
26,京都府,2018,11,22
27,大阪府,2018,11,102
28,兵庫県,2018,11,38
29,奈良県,2018,11,11
30,和歌山県,2018,11,3
31,鳥取県,2018,11,0
32,島根県,2018,11,1
33,岡山県,2018,11,5
34,広島県,2018,11,12
35,山口県,2018,11,5
36,徳島県,2018,11,2
37,香川県,2018,11,4
38,愛媛県,2018,11,4
39,高知県,2018,11,3
40,福岡県,2018,11,24
41,佐賀県,2018,11,2
42,長崎県,2018,11,3
43,熊本県,2018,11,3
44,大分県,2018,11,7
45,宮崎県,2018,11,3
46,鹿児島県,2018,11,9
47,沖縄県,2018,11,3
1,北海道,2018,12,18
2,青森県,2018,12,2
3,岩手県,2018,12,1
4,宮城県,2018,12,4
5,秋田県,2018,12,1
6,山形県,2018,12,5
7,福島県,2018,12,7
8,茨城県,2018,12,9
9,栃木県,2018,12,9
10,群馬県,2018,12,9
11,埼玉県,2018,12,27
12,千葉県,2018,12,19
13,東京都,2018,12,121
14,神奈川県,2018,12,37
15,新潟県,2018,12,6
19,山梨県,2018,12,4
20,長野県,2018,12,3
21,岐阜県,2018,12,13
22,静岡県,2018,12,17
23,愛知県,2018,12,57
24,三重県,2018,12,5
16,富山県,2018,12,9
17,石川県,2018,12,2
18,福井県,2018,12,2
25,滋賀県,2018,12,6
26,京都府,2018,12,17
27,大阪府,2018,12,90
28,兵庫県,2018,12,28
29,奈良県,2018,12,4
30,和歌山県,2018,12,8
31,鳥取県,2018,12,2
32,島根県,2018,12,0
33,岡山県,2018,12,8
34,広島県,2018,12,11
35,山口県,2018,12,5
36,徳島県,2018,12,4
37,香川県,2018,12,1
38,愛媛県,2018,12,3
39,高知県,2018,12,5
40,福岡県,2018,12,22
41,佐賀県,2018,12,7
42,長崎県,2018,12,3
43,熊本県,2018,12,5
44,大分県,2018,12,0
45,宮崎県,2018,12,2
46,鹿児島県,2018,12,3
47,沖縄県,2018,12,1
1,北海道,2019,1,16
2,青森県,2019,1,1
3,岩手県,2019,1,3
4,宮城県,2019,1,8
5,秋田県,2019,1,1
6,山形県,2019,1,2
7,福島県,2019,1,2
8,茨城県,2019,1,11
9,栃木県,2019,1,9
10,群馬県,2019,1,8
11,埼玉県,2019,1,28
12,千葉県,2019,1,26
13,東京都,2019,1,117
14,神奈川県,2019,1,34
15,新潟県,2019,1,7
19,山梨県,2019,1,4
20,長野県,2019,1,11
21,岐阜県,2019,1,14
22,静岡県,2019,1,15
23,愛知県,2019,1,46
24,三重県,2019,1,4
16,富山県,2019,1,7
17,石川県,2019,1,9
18,福井県,2019,1,3
25,滋賀県,2019,1,4
26,京都府,2019,1,21
27,大阪府,2019,1,94
28,兵庫県,2019,1,51
29,奈良県,2019,1,6
30,和歌山県,2019,1,9
31,鳥取県,2019,1,2
32,島根県,2019,1,2
33,岡山県,2019,1,6
34,広島県,2019,1,9
35,山口県,2019,1,2
36,徳島県,2019,1,5
37,香川県,2019,1,3
38,愛媛県,2019,1,4
39,高知県,2019,1,0
40,福岡県,2019,1,40
41,佐賀県,2019,1,1
42,長崎県,2019,1,2
43,熊本県,2019,1,3
44,大分県,2019,1,2
45,宮崎県,2019,1,1
46,鹿児島県,2019,1,9
47,沖縄県,2019,1,4
1,北海道,2019,2,16
2,青森県,2019,2,3
3,岩手県,2019,2,6
4,宮城県,2019,2,14
5,秋田県,2019,2,3
6,山形県,2019,2,3
7,福島県,2019,2,7
8,茨城県,2019,2,9
9,栃木県,2019,2,2
10,群馬県,2019,2,6
11,埼玉県,2019,2,22
12,千葉県,2019,2,18
13,東京都,2019,2,119
14,神奈川県,2019,2,38
15,新潟県,2019,2,7
19,山梨県,2019,2,2
20,長野県,2019,2,4
21,岐阜県,2019,2,10
22,静岡県,2019,2,12
23,愛知県,2019,2,40
24,三重県,2019,2,5
16,富山県,2019,2,8
17,石川県,2019,2,5
18,福井県,2019,2,2
25,滋賀県,2019,2,5
26,京都府,2019,2,18
27,大阪府,2019,2,88
28,兵庫県,2019,2,25
29,奈良県,2019,2,11
30,和歌山県,2019,2,5
31,鳥取県,2019,2,1
32,島根県,2019,2,1
33,岡山県,2019,2,6
34,広島県,2019,2,13
35,山口県,2019,2,2
36,徳島県,2019,2,3
37,香川県,2019,2,4
38,愛媛県,2019,2,3
39,高知県,2019,2,2
40,福岡県,2019,2,21
41,佐賀県,2019,2,4
42,長崎県,2019,2,3
43,熊本県,2019,2,2
44,大分県,2019,2,3
45,宮崎県,2019,2,1
46,鹿児島県,2019,2,2
47,沖縄県,2019,2,4
1,北海道,2019,3,26
2,青森県,2019,3,4
3,岩手県,2019,3,5
4,宮城県,2019,3,7
5,秋田県,2019,3,4
6,山形県,2019,3,7
7,福島県,2019,3,7
8,茨城県,2019,3,7
9,栃木県,2019,3,11
10,群馬県,2019,3,7
11,埼玉県,2019,3,12
12,千葉県,2019,3,25
13,東京都,2019,3,127
14,神奈川県,2019,3,46
15,新潟県,2019,3,5
19,山梨県,2019,3,4
20,長野県,2019,3,8
21,岐阜県,2019,3,8
22,静岡県,2019,3,12
23,愛知県,2019,3,42
24,三重県,2019,3,3
16,富山県,2019,3,4
17,石川県,2019,3,5
18,福井県,2019,3,0
25,滋賀県,2019,3,5
26,京都府,2019,3,20
27,大阪府,2019,3,78
28,兵庫県,2019,3,47
29,奈良県,2019,3,7
30,和歌山県,2019,3,7
31,鳥取県,2019,3,2
32,島根県,2019,3,1
33,岡山県,2019,3,4
34,広島県,2019,3,14
35,山口県,2019,3,3
36,徳島県,2019,3,3
37,香川県,2019,3,9
38,愛媛県,2019,3,4
39,高知県,2019,3,6
40,福岡県,2019,3,32
41,佐賀県,2019,3,3
42,長崎県,2019,3,5
43,熊本県,2019,3,5
44,大分県,2019,3,8
45,宮崎県,2019,3,2
46,鹿児島県,2019,3,8
47,沖縄県,2019,3,3
1,北海道,2019,4,16
2,青森県,2019,4,1
3,岩手県,2019,4,1
4,宮城県,2019,4,10
5,秋田県,2019,4,2
6,山形県,2019,4,2
7,福島県,2019,4,3
8,茨城県,2019,4,11
9,栃木県,2019,4,6
10,群馬県,2019,4,10
11,埼玉県,2019,4,31
12,千葉県,2019,4,17
13,東京都,2019,4,122
14,神奈川県,2019,4,47
15,新潟県,2019,4,8
19,山梨県,2019,4,3
20,長野県,2019,4,7
21,岐阜県,2019,4,11
22,静岡県,2019,4,17
23,愛知県,2019,4,34
24,三重県,2019,4,8
16,富山県,2019,4,4
17,石川県,2019,4,6
18,福井県,2019,4,2
25,滋賀県,2019,4,8
26,京都府,2019,4,17
27,大阪府,2019,4,90
28,兵庫県,2019,4,37
29,奈良県,2019,4,9
30,和歌山県,2019,4,6
31,鳥取県,2019,4,4
32,島根県,2019,4,1
33,岡山県,2019,4,1
34,広島県,2019,4,12
35,山口県,2019,4,6
36,徳島県,2019,4,8
37,香川県,2019,4,2
38,愛媛県,2019,4,6
39,高知県,2019,4,2
40,福岡県,2019,4,29
41,佐賀県,2019,4,3
42,長崎県,2019,4,4
43,熊本県,2019,4,7
44,大分県,2019,4,1
