prefecture_num,prefecture,year,month,bankruptcy
15,新潟県,2021,2,2
19,山梨県,2021,2,2
20,長野県,2021,2,9
21,岐阜県,2021,2,8
22,静岡県,2021,2,13
23,愛知県,2021,2,23
24,三重県,2021,2,4
16,富山県,2021,2,2
17,石川県,2021,2,4
18,福井県,2021,2,4
25,滋賀県,2021,2,3
26,京都府,2021,2,16
27,大阪府,2021,2,55
28,兵庫県,2021,2,19
29,奈良県,2021,2,4
30,和歌山県,2021,2,4
31,鳥取県,2021,2,0
32,島根県,2021,2,2
33,岡山県,2021,2,6
34,広島県,2021,2,7
35,山口県,2021,2,3
36,徳島県,2021,2,0
37,香川県,2021,2,2
38,愛媛県,2021,2,5
39,高知県,2021,2,1
40,福岡県,2021,2,11
41,佐賀県,2021,2,2
42,長崎県,2021,2,1
43,熊本県,2021,2,1
44,大分県,2021,2,2
45,宮崎県,2021,2,2
46,鹿児島県,2021,2,3
47,沖縄県,2021,2,6
1,北海道,2021,3,22
2,青森県,2021,3,5
3,岩手県,2021,3,4
4,宮城県,2021,3,11
5,秋田県,2021,3,2
6,山形県,2021,3,3
7,福島県,2021,3,4
8,茨城県,2021,3,11
9,栃木県,2021,3,8
10,群馬県,2021,3,6
11,埼玉県,2021,3,38
12,千葉県,2021,3,17
13,東京都,2021,3,123
14,神奈川県,2021,3,28
15,新潟県,2021,3,5
19,山梨県,2021,3,1
20,長野県,2021,3,11
21,岐阜県,2021,3,9
22,静岡県,2021,3,18
23,愛知県,2021,3,37
24,三重県,2021,3,5
16,富山県,2021,3,4
17,石川県,2021,3,4
18,福井県,2021,3,3
25,滋賀県,2021,3,5
26,京都府,2021,3,17
27,大阪府,2021,3,102
28,兵庫県,2021,3,27
29,奈良県,2021,3,6
30,和歌山県,2021,3,8
31,鳥取県,2021,3,2
32,島根県,2021,3,5
33,岡山県,2021,3,2
34,広島県,2021,3,8
35,山口県,2021,3,11
36,徳島県,2021,3,3
37,香川県,2021,3,6
38,愛媛県,2021,3,1
39,高知県,2021,3,4
40,福岡県,2021,3,23
41,佐賀県,2021,3,1
42,長崎県,2021,3,3
43,熊本県,2021,3,2
44,大分県,2021,3,4
45,宮崎県,2021,3,4
46,鹿児島県,2021,3,6
47,沖縄県,2021,3,5
1,北海道,2021,4,12
2,青森県,2021,4,3
3,岩手県,2021,4,0
4,宮城県,2021,4,4
5,秋田県,2021,4,1
6,山形県,2021,4,3
7,福島県,2021,4,0
8,茨城県,2021,4,5
9,栃木県,2021,4,9
10,群馬県,2021,4,3
11,埼玉県,2021,4,19
12,千葉県,2021,4,19
13,東京都,2021,4,101
14,神奈川県,2021,4,29
15,新潟県,2021,4,7
19,山梨県,2021,4,2
20,長野県,2021,4,3
21,岐阜県,2021,4,6
22,静岡県,2021,4,18
23,愛知県,2021,4,24
24,三重県,2021,4,1
16,富山県,2021,4,3
17,石川県,2021,4,6
18,福井県,2021,4,1
25,滋賀県,2021,4,3
26,京都府,2021,4,17
27,大阪府,2021,4,77
28,兵庫県,2021,4,21
29,奈良県,2021,4,6
30,和歌山県,2021,4,5
31,鳥取県,2021,4,1
32,島根県,2021,4,5
33,岡山県,2021,4,4
34,広島県,2021,4,8
35,山口県,2021,4,3
36,徳島県,2021,4,2
37,香川県,2021,4,6
38,愛媛県,2021,4,5
39,高知県,2021,4,1
40,福岡県,2021,4,14
41,佐賀県,2021,4,4
42,長崎県,2021,4,3
43,熊本県,2021,4,1
44,大分県,2021,4,2
45,宮崎県,2021,4,1
46,鹿児島県,2021,4,6
47,沖縄県,2021,4,3
