date,prefecture_num,year,month, pm25, pm10, o3, no2, so2
2020/8/7,42,2020,8,86,18,11,1, 
2020/8/8,42,2020,8,43,17,11,1,2
2020/8/9,42,2020,8,42,33,12,1,1
2020/8/10,42,2020,8,37,30,14,1, 
2020/8/11,42,2020,8,36,19,11,1,1
2020/8/12,42,2020,8,40,16,11,1,1
2020/8/13,42,2020,8,35,11,11,1, 
2020/8/14,42,2020,8,30,9,12,1,1
2020/8/15,42,2020,8,24,16,21,2,1
2020/8/16,42,2020,8,41,21,20,4,1
2020/8/17,42,2020,8,59,22,25,4,1
2020/8/18,42,2020,8,60,36,49,6,1
2020/8/19,42,2020,8,83,40,42,7,1
2020/8/20,42,2020,8,88,44,44,6,1
2020/8/21,42,2020,8,93, , , ,1
2020/9/13,42,2020,9,17,9, ,1, 
2020/9/14,42,2020,9,27,12, ,1,1
2020/9/15,42,2020,9,37,14, ,1, 
2020/9/16,42,2020,9,38,10, ,1, 
2020/9/17,42,2020,9,24,9, ,1, 
2020/9/18,42,2020,9,26,13, ,1, 
2020/9/19,42,2020,9,41, , , , 
2020/4/1,42,2020,4,45,17,45,8,1
2020/4/2,42,2020,4,56,15,52,11,1
2020/4/3,42,2020,4,57,25,79,10,1
2020/4/4,42,2020,4,67,14,48,3,1
2020/4/5,42,2020,4,47,13,53,8,6
2020/4/6,42,2020,4,51,18,71,9,2
2020/4/7,42,2020,4,59,26,69,13,1
2020/4/8,42,2020,4,68,17,58,11,1
2020/4/9,42,2020,4,57,18,65,8,1
2020/4/10,42,2020,4,64,16,62,6, 
2020/4/11,42,2020,4,54,12,50,4,1
2020/4/12,42,2020,4,39,12,49,4, 
2020/4/13,42,2020,4,45,14,54,9,1
2020/4/14,42,2020,4,39,13,57,10,1
2020/4/15,42,2020,4,44,18,56,9,1
2020/4/16,42,2020,4,50,23,52,4,1
2020/4/17,42,2020,4,65,32,71,7,1
2020/4/18,42,2020,4,71,18,48,2,1
2020/4/19,42,2020,4,51,11,61,7,1
2020/4/20,42,2020,4,40,17,57,7,1
2020/4/21,42,2020,4,44,19,45,7, 
2020/4/22,42,2020,4,43,20,41,6,1
2020/4/23,42,2020,4,46,15,43,8,1
2020/4/24,42,2020,4,48,20,99,7, 
2020/4/25,42,2020,4,58,26,89,5, 
2020/4/26,42,2020,4,70,16,52,8,1
2020/4/27,42,2020,4,59,18,57,8,1
2020/4/28,42,2020,4,54,13,56,7,1
2020/4/29,42,2020,4,47,13,50,8,1
2020/4/30,42,2020,4,49,24,39,5,2
2020/5/1,42,2020,5,75,25,37,2,6
2020/5/2,42,2020,5,78,18,29,2,5
2020/5/3,42,2020,5,58,23,51,4,1
2020/5/4,42,2020,5,66,21,39,3, 
2020/5/5,42,2020,5,67,20,38,2,1
2020/5/6,42,2020,5,69,11,42,4,1
2020/5/7,42,2020,5,44,13,42,4,2
2020/5/8,42,2020,5,48,14,39,2,2
2020/5/9,42,2020,5,46,11,42,2, 
2020/5/10,42,2020,5,41,21,57,6,1
2020/5/11,42,2020,5,64,28,61,6,1
2020/5/12,42,2020,5,82,16,50,6,1
2020/5/13,42,2020,5,51,18,46,8,11
2020/5/14,42,2020,5,52,19,42,3,2
2020/5/15,42,2020,5,53,10,32,5,1
2020/5/16,42,2020,5,32,16,52,4,1
2020/5/17,42,2020,5,56,10,36,8,1
2020/5/18,42,2020,5,35,22,53,4, 
2020/5/19,42,2020,5,56,15,50,6,1
2020/5/20,42,2020,5,49,11,42,4, 
2020/5/21,42,2020,5,44,18,41,5,10
2020/5/22,42,2020,5,54,21,45,7,2
2020/5/23,42,2020,5,67,21,44,5,2
2020/5/24,42,2020,5,67,19,33,6,1
2020/5/25,42,2020,5,64,18,32,7,1
2020/5/26,42,2020,5,56,24,72,8,1
2020/5/27,42,2020,5,65,19,55,5,1
2020/5/28,42,2020,5,67,20,55,8,1
2020/5/29,42,2020,5,64,30,51,6,3
2020/5/30,42,2020,5,84,18,43,2,1
2020/5/31,42,2020,5,59,13,36,4,1
2020/6/1,42,2020,6,43,17,49,4, 
2020/6/2,42,2020,6,58,16,39,6,1
2020/6/3,42,2020,6,53,14,35,6, 
2020/6/4,42,2020,6,47,12,40,6,1
2020/6/5,42,2020,6,45,21,35,6,1
2020/6/6,42,2020,6,67,25,43,4,1
2020/6/7,42,2020,6,74,29,48,3,3
2020/6/8,42,2020,6,80,23,44,5,1
2020/6/9,42,2020,6,70,13,33,3,2
2020/6/10,42,2020,6,41,15,21,1, 
2020/6/11,42,2020,6,27,15,30,4, 
2020/6/12,42,2020,6,32,26,13,1, 
2020/6/13,42,2020,6,38,22,32,1, 
2020/6/14,42,2020,6,43,16,39,6,1
2020/6/15,42,2020,6,49,16,49,6,1
2020/6/16,42,2020,6,58,19,47,10,1
2020/6/17,42,2020,6,61,33,39,2, 
2020/6/18,42,2020,6,52,12,41,4, 
2020/6/19,42,2020,6,38,13,38,3,1
2020/6/20,42,2020,6,46,18,29,4,1
2020/6/21,42,2020,6,56,17,39,5,1
2020/6/22,42,2020,6,56,21,55,6,2
2020/6/23,42,2020,6,69,22,40,4,3
2020/6/24,42,2020,6,67,21,28,1,1
2020/6/25,42,2020,6,50,18,44,5,1
2020/6/26,42,2020,6,47,19,25,1, 
2020/6/27,42,2020,6,39,17,44,4,1
2020/6/28,42,2020,6,48,26,41,4,1
2020/6/29,42,2020,6,67,21,44,3, 
2020/6/30,42,2020,6,42,13,44,5,1
2020/1/1,42,2020,1,28,14,31,6,1
2020/1/2,42,2020,1,45,23,37,8,1
2020/1/3,42,2020,1,68,16,34,8,1
2020/1/4,42,2020,1,54,14,29,7,1
2020/1/5,42,2020,1,41,15,24,14,7
2020/1/6,42,2020,1,48,21,32,5,3
2020/1/7,42,2020,1,42,20,32,4,1
2020/1/8,42,2020,1,48,21,33,9,1
2020/1/9,42,2020,1,64,21,33,11,1
2020/1/10,42,2020,1,61,13,30,9,1
2020/1/11,42,2020,1,47,16,33,5,1
2020/1/12,42,2020,1,45,15,31,6,1
2020/1/13,42,2020,1,46,17,30,10,1
2020/1/14,42,2020,1,54,16,31,12,1
2020/1/15,42,2020,1,56,18,25,12, 
2020/1/16,42,2020,1,57,14,33,10,1
2020/1/17,42,2020,1,44,10,28,11,1
2020/1/18,42,2020,1,30,21,33,8,1
2020/1/19,42,2020,1,69,36,37,11,1
2020/1/20,42,2020,1,100,22,34,13, 
2020/1/21,42,2020,1,63,23,28,17,1
2020/1/22,42,2020,1,64,14,33,12,1
2020/1/23,42,2020,1,37,14,30,7, 
2020/1/24,42,2020,1,43,14,35,7,1
2020/1/25,42,2020,1,50,7,33,2,2
