date,prefecture_num,year,month, pm25, pm10, no2, so2, co
2016/5/12,2,2016,5,26, ,6, , 
2016/5/13,2,2016,5,43, ,4, , 
2016/5/14,2,2016,5,42, ,5, , 
2016/5/15,2,2016,5,34, ,5, , 
2016/5/16,2,2016,5,51, ,4, , 
2016/5/17,2,2016,5,37, ,6, , 
2016/5/18,2,2016,5,61, ,7, , 
2016/5/19,2,2016,5,58, ,6, , 
2016/5/20,2,2016,5,39, ,4, , 
2016/5/21,2,2016,5,23, ,5, , 
2016/5/22,2,2016,5,43, ,3, , 
2016/5/23,2,2016,5,68, ,5, , 
2016/5/24,2,2016,5,74, ,3, , 
2016/5/25,2,2016,5,61, ,4, , 
2016/5/26,2,2016,5,73, ,3, , 
2016/5/27,2,2016,5,70, ,3, , 
2016/5/28,2,2016,5,57, ,4, , 
2016/5/29,2,2016,5,56,19,4, , 
2016/5/30,2,2016,5,49,19,4, , 
2016/5/31,2,2016,5,45,8,1, , 
2016/6/1,2,2016,6,22,8,2, , 
2016/6/2,2,2016,6,20,9,2, , 
2016/6/3,2,2016,6,25,12,4, , 
2016/6/4,2,2016,6,40,11,3, , 
2016/6/5,2,2016,6,27,10,7, , 
2016/6/6,2,2016,6,34,13,12, , 
2016/6/7,2,2016,6,43,16,11, , 
2016/6/8,2,2016,6,54,19,10, , 
2016/6/9,2,2016,6,49,10,2, , 
2016/6/10,2,2016,6,39,12,4, , 
2016/6/11,2,2016,6,46,18,3, , 
2016/6/12,2,2016,6,50,15,6, , 
2016/6/13,2,2016,6,40,8,4, , 
2016/6/14,2,2016,6,25,10,4, , 
2016/6/15,2,2016,6,41,11,5, , 
2016/6/16,2,2016,6,30,11,6, , 
2016/6/17,2,2016,6,31,7,2, , 
2016/6/18,2,2016,6,18,11,4, , 
2016/6/19,2,2016,6,37,19,7, , 
2016/6/20,2,2016,6,52,11,4, , 
2016/6/21,2,2016,6,46,8,3, , 
2016/6/22,2,2016,6,23,5,3, , 
2016/6/23,2,2016,6,24,7,5, , 
2016/6/24,2,2016,6,18,11,4, , 
2016/6/25,2,2016,6,29,7,1, , 
2016/6/26,2,2016,6,22,6,2, , 
2016/6/27,2,2016,6,16,10,6, , 
2016/6/28,2,2016,6,31,12,7, , 
2016/6/29,2,2016,6,43,16,7, , 
2016/6/30,2,2016,6,55,15,11, , 
2016/1/4,2,2016,1,38,7,4, , 
2016/1/5,2,2016,1,29,7,3, , 
2016/1/6,2,2016,1,19,9,5, , 
2016/1/7,2,2016,1,30,8,4, , 
2016/1/8,2,2016,1,26,7,5, , 
2016/1/9,2,2016,1,21,8,5, , 
2016/1/10,2,2016,1,32,7,6, , 
2016/1/11,2,2016,1,27,6,6, , 
2016/1/12,2,2016,1,19,8,15, , 
2016/1/13,2,2016,1,24,9,9, , 
2016/1/14,2,2016,1,33,8,9, , 
2016/1/15,2,2016,1,29,8,7, , 
2016/1/16,2,2016,1,28,7,11, , 
2016/1/17,2,2016,1,23,9,14, , 
2016/1/18,2,2016,1,34,6,15, , 
2016/1/19,2,2016,1,22,7,18, , 
2016/1/20,2,2016,1,21,7,9, , 
2016/1/21,2,2016,1,18,8,6, , 
2016/1/22,2,2016,1,28,6,9, , 
2016/1/23,2,2016,1,23,9,15, , 
2016/1/24,2,2016,1,26,7,8, , 
2016/1/25,2,2016,1,29,10,15, , 
2016/1/26,2,2016,1,34,12,12, , 
2016/1/27,2,2016,1,46,10,6, , 
2016/1/28,2,2016,1,42,10,9, , 
2016/1/29,2,2016,1,41,10,9, , 
2016/1/30,2,2016,1,37,6,4, , 
2016/1/31,2,2016,1,22,8,6, , 
2016/2/1,2,2016,2,28,8,7, , 
2016/2/2,2,2016,2,24,7,9, , 
2016/2/3,2,2016,2,29,8,12, , 
2016/2/4,2,2016,2,24,11,6, , 
2016/2/5,2,2016,2,45,8,8, , 
2016/2/6,2,2016,2,33,9,6, , 
2016/2/7,2,2016,2,30,9,14, , 
2016/2/8,2,2016,2,41,15,13, , 
2016/2/9,2,2016,2,48,11,4, , 
2016/2/10,2,2016,2,48,9,10, , 
2016/2/11,2,2016,2,39,13,21, , 
2016/2/12,2,2016,2,50,12,24, , 
2016/2/13,2,2016,2,38,9,19, , 
2016/2/14,2,2016,2,28,8,2, , 
2016/2/15,2,2016,2,23,7,5, , 
2016/2/16,2,2016,2,22,8,5, , 
2016/2/17,2,2016,2,30,9,8, , 
2016/2/18,2,2016,2,25,14,12, , 
2016/2/19,2,2016,2,44,17,14, , 
2016/2/20,2,2016,2,56,8,4, , 
2016/2/21,2,2016,2,32,12,6, , 
2016/2/22,2,2016,2,34,19,13, , 
2016/2/23,2,2016,2,52,10,5, , 
2016/2/24,2,2016,2,23,7,7, , 
2016/2/25,2,2016,2,32,8,8, , 
2016/2/26,2,2016,2,34,12,8, , 
2016/2/27,2,2016,2,44,15,14, , 
2016/2/28,2,2016,2,52,12,7, , 
2016/2/29,2,2016,2,34,11,4, , 
2016/3/1,2,2016,3,34,11,8, , 
2016/3/2,2,2016,3,39,15,16, , 
2016/3/3,2,2016,3,49,11,11, , 
2016/3/4,2,2016,3,32,9,16, , 
2016/3/5,2,2016,3,26,17,21, , 
2016/3/6,2,2016,3,57,13,9, , 
2016/3/7,2,2016,3,35,18,10, , 
2016/3/8,2,2016,3,45,11,4, , 
2016/3/9,2,2016,3,28,16,7, , 
2016/3/10,2,2016,3,42,15,5, , 
2016/3/11,2,2016,3,40,11,6, , 
2016/3/12,2,2016,3,26,10,9, , 
2016/3/13,2,2016,3,26,14,18, , 
2016/3/14,2,2016,3,48,15,6, , 
2016/3/15,2,2016,3,45,16,4, , 
2016/3/16,2,2016,3,49,29,7, , 
2016/3/17,2,2016,3,78,22,17, , 
2016/3/18,2,2016,3,70,14,13, , 
2016/3/19,2,2016,3,49,12,4, , 
2016/3/20,2,2016,3,38,9,5, , 
2016/3/21,2,2016,3,24,15,8, , 
2016/3/22,2,2016,3,42, ,4, , 
2016/3/23,2,2016,3,19,17,6, , 
2016/3/24,2,2016,3,20,6,4, , 
2016/3/25,2,2016,3,17,5,4, , 
2016/3/26,2,2016,3,16, ,5, , 
2016/3/27,2,2016,3,24,12,7, , 
2016/3/28,2,2016,3,43,16,10, , 
2016/3/29,2,2016,3,60, ,11, , 
2016/3/30,2,2016,3,69, ,6, , 
2016/3/31,2,2016,3,69, ,8, , 
2015/10/1,2,2015,10,30,12,2, , 
2015/10/2,2,2015,10,44,11,2, , 
2015/10/3,2,2015,10,43,8,1, , 
2015/10/4,2,2015,10,34,9,3, , 
2015/10/5,2,2015,10,39,10,7, , 
2015/10/6,2,2015,10,36,8,6, , 
2015/10/7,2,2015,10,40,10,4, , 
2015/10/8,2,2015,10,34,10,3, , 
2015/10/9,2,2015,10,43,15,4, , 
2015/10/10,2,2015,10,52,15,6, , 
2015/10/11,2,2015,10,55,11,3, , 
2015/10/12,2,2015,10,45,7,3, , 
2015/10/13,2,2015,10,33,7,3, , 
2015/10/14,2,2015,10,26,10,6, , 
2015/10/15,2,2015,10,39,15,6, , 
2015/10/16,2,2015,10,54,28,5, , 
2015/10/17,2,2015,10,86,28,4, , 
2015/10/18,2,2015,10,96,10,5, , 
2015/10/19,2,2015,10,41,10,8, , 
2015/10/20,2,2015,10,45,11,5, , 
2015/10/21,2,2015,10,48,9,4, , 
2015/10/22,2,2015,10,39,10,7, , 
2015/10/23,2,2015,10,39,13,5, , 
2015/10/24,2,2015,10,49,21,2, , 
2015/10/25,2,2015,10,75,18,4, , 
2015/10/26,2,2015,10,63,15,14, , 
2015/10/27,2,2015,10,57,18,7, , 
2015/10/28,2,2015,10,58,13,7, , 
2015/10/29,2,2015,10,59,10,6, , 
2015/10/30,2,2015,10,46,23,5, , 
2015/10/31,2,2015,10,83,15,4, , 
2015/11/1,2,2015,11,58,11,9, , 
2015/11/2,2,2015,11,47,11,8, , 
2015/11/3,2,2015,11,57,20,13, , 
2015/11/4,2,2015,11,72,13,13, , 
2015/11/5,2,2015,11,57,24,10, , 
2015/11/6,2,2015,11,85,14,6, , 
2015/11/7,2,2015,11,57,12,7, , 
2015/11/8,2,2015,11,49,8,8, , 
2015/11/9,2,2015,11,35,5,4, , 
2015/11/10,2,2015,11,27,6,6, , 
2015/11/11,2,2015,11,27,7,9, , 
2015/11/12,2,2015,11,33,9,10, , 
2015/11/13,2,2015,11,39,8,14, , 
2015/11/14,2,2015,11,36,10,10, , 
2015/11/15,2,2015,11,37,12,7, , 
2015/11/16,2,2015,11,44,12,9, , 
2015/11/17,2,2015,11,53,9,5, , 
2015/11/18,2,2015,11,36,10,8, , 
2015/11/19,2,2015,11,32,8,10, , 
2015/11/20,2,2015,11,33,6,6, , 
2015/11/21,2,2015,11,32,8,6, , 
2015/11/22,2,2015,11,31,10,9, , 
2015/11/23,2,2015,11,31,8,10, , 
2015/11/24,2,2015,11,24,7,8, , 
2015/11/25,2,2015,11,30,7,12, , 
2015/11/26,2,2015,11,23,7,5, , 
2015/11/27,2,2015,11,21,7,5, , 
2015/11/28,2,2015,11,19,9,3, , 
2015/11/29,2,2015,11,33,10,6, , 
2015/11/30,2,2015,11,29,8,4, , 
2015/12/1,2,2015,12,32,8,10, , 
2015/12/2,2,2015,12,33,11,11, , 
2015/12/3,2,2015,12,45,8,4, , 
2015/12/4,2,2015,12,36,10,4, , 
2015/12/5,2,2015,12,38,8,3, , 
2015/12/6,2,2015,12,26,8,7, , 
2015/12/7,2,2015,12,27,7,12, , 
2015/12/8,2,2015,12,27,6,8, , 
2015/12/9,2,2015,12,30,8,9, , 
2015/12/10,2,2015,12,32,8,13, , 
2015/12/11,2,2015,12,31,12,7, , 
2015/12/12,2,2015,12,52,10,7, , 
2015/12/13,2,2015,12,52,10,13, , 
2015/12/14,2,2015,12,38,12,22, , 
2015/12/15,2,2015,12,39,12,8, , 
2015/12/16,2,2015,12,39,13,4, , 
2015/12/17,2,2015,12,51,9,4, , 
2015/12/18,2,2015,12,31,9,3, , 
2015/12/19,2,2015,12,30,8,4, , 
2015/12/20,2,2015,12,29,7,7, , 
2015/12/21,2,2015,12,25,8,8, , 
2015/12/22,2,2015,12,28,10,19, , 
2015/12/23,2,2015,12,36,12,18, , 
2015/12/24,2,2015,12,43,11,7, , 
2015/12/25,2,2015,12,39,9,6, , 
2015/12/26,2,2015,12,30,8,3, , 
2015/12/27,2,2015,12,22,8,4, , 
2015/12/28,2,2015,12,20,6,5, , 
2015/12/29,2,2015,12,23,7,9, , 
2015/12/30,2,2015,12,19, , , , 
2016/1/1,2,2016,1,23,26,7, , 
2016/1/2,2,2016,1,69,26,8, , 
2016/1/3,2,2016,1,76,10,8, , 
2015/7/1,2,2015,7,60,12,2, , 
2015/7/2,2,2015,7,51,9,4, , 
2015/7/3,2,2015,7,41,13,5, , 
2015/7/4,2,2015,7,41,10,4, , 
2015/7/5,2,2015,7,38,11,4, , 
2015/7/6,2,2015,7,41,12,2, , 
2015/7/7,2,2015,7,42,11,3, , 
2015/7/8,2,2015,7,41,11,5, , 
2015/7/9,2,2015,7,52,9,2, , 
2015/7/10,2,2015,7,40,11,2, , 
2015/7/11,2,2015,7,44,14,2, , 
2015/7/12,2,2015,7,53,20,8, , 
2015/7/13,2,2015,7,72,31,4, , 
2015/7/14,2,2015,7,73,20,2, , 
2015/7/15,2,2015,7,43,13,3, , 
2015/7/16,2,2015,7,46,12,3, , 
2015/7/17,2,2015,7,42,11,5, , 
2015/7/18,2,2015,7,37,14,3, , 
2015/7/19,2,2015,7,42,15,2, , 
2015/7/20,2,2015,7,40,19,8, , 
2015/7/21,2,2015,7,58,17,4, , 
2015/7/22,2,2015,7,53,14,3, , 
2015/7/23,2,2015,7,44,13,3, , 
2015/7/24,2,2015,7,45,9,3, , 
2015/7/25,2,2015,7,34,15,2, , 
2015/7/26,2,2015,7,47,20,1, , 
2015/7/27,2,2015,7,57,19,8, , 
2015/7/28,2,2015,7,56,20,8, , 
2015/7/29,2,2015,7,59,26,5, , 
2015/7/30,2,2015,7,69,33,3, , 
2015/7/31,2,2015,7,78,20,1, , 
2015/8/1,2,2015,8,64,15,4, , 
2015/8/2,2,2015,8,49,29,6, , 
2015/8/3,2,2015,8,70,31,5, , 
2015/8/4,2,2015,8,75,21,3, , 
2015/8/5,2,2015,8,68,43,6, , 
2015/8/6,2,2015,8,91,26,4, , 
2015/8/7,2,2015,8,62,11,4, , 
2015/8/8,2,2015,8,38,18,3, , 
2015/8/9,2,2015,8,50,21,5, , 
2015/8/10,2,2015,8,56,25,4, , 
2015/8/11,2,2015,8,62,17,3, , 
2015/8/12,2,2015,8,53,12,2, , 
2015/8/13,2,2015,8,40,8,1, , 
2015/8/14,2,2015,8,25,7,2, , 
2015/8/15,2,2015,8,14,12,2, , 
2015/8/16,2,2015,8,36,12,3, , 
2015/8/17,2,2015,8,43,7,1, , 
2015/8/18,2,2015,8,22,12,1, , 
2015/8/19,2,2015,8,45,11,2, , 
2015/8/20,2,2015,8,36,16,5, , 
2015/8/21,2,2015,8,57,10,2, , 
2015/8/22,2,2015,8,34,7,2, , 
2015/8/23,2,2015,8,24,7,1, , 
2015/8/24,2,2015,8,34,10,2, , 
2015/8/25,2,2015,8,40,10,4, , 
2015/8/26,2,2015,8,37,11,5, , 
2015/8/27,2,2015,8,35,12,2, , 
2015/8/28,2,2015,8,49,15,3, , 
2015/8/29,2,2015,8,44,14,3, , 
2015/8/30,2,2015,8,49,13,3, , 
2015/8/31,2,2015,8,45,12,5, , 
2015/9/1,2,2015,9,46,14,4, , 
2015/9/2,2,2015,9,44,15,1, , 
2015/9/3,2,2015,9,58,13,2, , 
2015/9/4,2,2015,9,46,11,1, , 
2015/9/5,2,2015,9,37,9,3, , 
2015/9/6,2,2015,9,43,6,2, , 
2015/9/7,2,2015,9,27,9,1, , 
2015/9/8,2,2015,9,33,10,1, , 
2015/9/9,2,2015,9,32,8,1, , 
2015/9/10,2,2015,9,17,5,3, , 
2015/9/11,2,2015,9,14,9,2, , 
2015/9/12,2,2015,9,36,8,4, , 
2015/9/13,2,2015,9,39,8,3, , 
2015/9/14,2,2015,9,31,7,3, , 
2015/9/15,2,2015,9,37,9,3, , 
2015/9/16,2,2015,9,30,13,3, , 
2015/9/17,2,2015,9,49,8,1, , 
2015/9/18,2,2015,9,30,6,3, , 
2015/9/19,2,2015,9,18,7,2, , 
2015/9/20,2,2015,9,25,12,2, , 
2015/9/21,2,2015,9,47,14,1, , 
2015/9/22,2,2015,9,53,17,4, , 
2015/9/23,2,2015,9,60,16,7, , 
2015/9/24,2,2015,9,59,12,5, , 
2015/9/25,2,2015,9,47,7,4, , 
2015/9/26,2,2015,9,21,12,2, , 
2015/9/27,2,2015,9,45,12,2, , 
2015/9/28,2,2015,9,43,6,1, , 
2015/9/29,2,2015,9,29,6,2, , 
2015/9/30,2,2015,9,30,10,6, , 
2015/4/1,2,2015,4,79,14,6, , 
2015/4/2,2,2015,4,54,12,7, , 
2015/4/3,2,2015,4,49,12,4, , 
2015/4/4,2,2015,4,49,10,9, , 
2015/4/5,2,2015,4,48,9,3, , 
2015/4/6,2,2015,4,44,13,2, , 
2015/4/7,2,2015,4,56,9,4, , 
2015/4/8,2,2015,4,38,10,8, , 
2015/4/9,2,2015,4,40,12,9, , 
2015/4/10,2,2015,4,47,14,7, , 
2015/4/11,2,2015,4,55,16,4, , 
2015/4/12,2,2015,4,60,18,7, , 
2015/4/13,2,2015,4,70,19,8, , 
2015/4/14,2,2015,4,67,8,8, , 
2015/4/15,2,2015,4,35,11,4, , 
2015/4/16,2,2015,4,50,18,9, , 
2015/4/17,2,2015,4,62,28,6, , 
2015/4/18,2,2015,4,68,16,4, , 
2015/4/19,2,2015,4,61,15,12, , 
2015/4/20,2,2015,4,57,11,5, , 
2015/4/21,2,2015,4,36,24,9, , 
2015/4/22,2,2015,4,68,23,10, , 
2015/4/23,2,2015,4,73,24,12, , 
2015/4/24,2,2015,4,76,22,8, , 
2015/4/25,2,2015,4,67,19,3, , 
2015/4/26,2,2015,4,65,29,2, , 
2015/4/27,2,2015,4,85,43,4, , 
2015/4/28,2,2015,4,115,37,6, , 
2015/4/29,2,2015,4,102,28,8, , 
2015/4/30,2,2015,4,84,28,3, , 
2015/5/1,2,2015,5,86,28,6, , 
2015/5/2,2,2015,5,87,32,8, , 
2015/5/3,2,2015,5,93,22,9, , 
2015/5/4,2,2015,5,75,19,2, , 
2015/5/5,2,2015,5,56,16,3, , 
2015/5/6,2,2015,5,55,34,4, , 
2015/5/7,2,2015,5,75,22,7, , 
2015/5/8,2,2015,5,51,17,4, , 
2015/5/9,2,2015,5,45,10,2, , 
2015/5/10,2,2015,5,37,12,3, , 
2015/5/11,2,2015,5,43,14,8, , 
2015/5/12,2,2015,5,46,16,3, , 
2015/5/13,2,2015,5,56,24,2, , 
2015/5/14,2,2015,5,67,18,5, , 
2015/5/15,2,2015,5,59,10,3, , 
2015/5/16,2,2015,5,38,12,4, , 
2015/5/17,2,2015,5,40,12,8, , 
2015/5/18,2,2015,5,45,15,7, , 
2015/5/19,2,2015,5,48,17,4, , 
2015/5/20,2,2015,5,56,9,1, , 
2015/5/21,2,2015,5,30,16,2, , 
2015/5/22,2,2015,5,55,24,1, , 
2015/5/23,2,2015,5,75,26,2, , 
2015/5/24,2,2015,5,79,21,4, , 
2015/5/25,2,2015,5,59,18,5, , 
2015/5/26,2,2015,5,61,26,4, , 
2015/5/27,2,2015,5,60,16,7, , 
2015/5/28,2,2015,5,59,21,8, , 
2015/5/29,2,2015,5,68,21,7, , 
2015/5/30,2,2015,5,67,14,3, , 
2015/5/31,2,2015,5,54,10,6, , 
2015/6/1,2,2015,6,37,14,6, , 
2015/6/2,2,2015,6,52,21,7, , 
2015/6/3,2,2015,6,69,6,1, , 
2015/6/4,2,2015,6,25,11,1, , 
2015/6/5,2,2015,6,38,10,2, , 
2015/6/6,2,2015,6,39,8,2, , 
2015/6/7,2,2015,6,31,11,5, , 
2015/6/8,2,2015,6,48,12,6, , 
2015/6/9,2,2015,6,42,12,2, , 
2015/6/10,2,2015,6,42,16,6, , 
2015/6/11,2,2015,6,60,16,4, , 
2015/6/12,2,2015,6,59,14,3, , 
2015/6/13,2,2015,6,49,18,6, , 
2015/6/14,2,2015,6,60,30,5, , 
2015/6/15,2,2015,6,82,22,4, , 
2015/6/16,2,2015,6,74,19,6, , 
2015/6/17,2,2015,6,64,12,4, , 
2015/6/18,2,2015,6,46,14,4, , 
2015/6/19,2,2015,6,52,13,4, , 
2015/6/20,2,2015,6,56,15,3, , 
2015/6/21,2,2015,6,56,15,3, , 
2015/6/22,2,2015,6,60,13,1, , 
2015/6/23,2,2015,6,49,10,2, , 
2015/6/24,2,2015,6,43,15,4, , 
2015/6/25,2,2015,6,55,16,4, , 
2015/6/26,2,2015,6,57,5,2, , 
2015/6/27,2,2015,6,21,6,3, , 
2015/6/28,2,2015,6,22,11,4, , 
2015/6/29,2,2015,6,37,11,7, , 
2015/6/30,2,2015,6,52,19,8, , 
2015/1/1,2,2015,1,38,10,5, , 
2015/1/2,2,2015,1,34,12,5, , 
2015/1/3,2,2015,1,34,12,11, , 
2015/1/4,2,2015,1,49,16,16, , 
2015/1/5,2,2015,1,62,20,22, , 
2015/1/6,2,2015,1,60,13,3, , 
2015/1/7,2,2015,1,43,12,4, , 
2015/1/8,2,2015,1,32,8,7, , 
2015/1/9,2,2015,1,28,9,6, , 
2015/1/10,2,2015,1,37,14,7, , 
2015/1/11,2,2015,1,49,8,8, , 
2015/1/12,2,2015,1,28,11,6, , 
2015/1/13,2,2015,1,41,12,10, , 
2015/1/14,2,2015,1,44,20,26, , 
2015/1/15,2,2015,1,62,14,18, , 
2015/1/16,2,2015,1,47,9,8, , 
2015/1/17,2,2015,1,32,8,5, , 
2015/1/18,2,2015,1,32,8,14, , 
2015/1/19,2,2015,1,34,10,7, , 
2015/1/20,2,2015,1,39,9,15, , 
2015/1/21,2,2015,1,38,14,29, , 
2015/1/22,2,2015,1,51,8,12, , 
2015/1/23,2,2015,1,34,9,6, , 
2015/1/24,2,2015,1,32,10,12, , 
2015/1/25,2,2015,1,40,17,28, , 
2015/1/26,2,2015,1,60,20,15, , 
2015/1/27,2,2015,1,67,12,6, , 
2015/1/28,2,2015,1,51,11,7, , 
2015/1/29,2,2015,1,43,12,25, , 
2015/1/30,2,2015,1,47,7,10, , 
2015/1/31,2,2015,1,24,6,6, , 
2015/2/1,2,2015,2,28,10,6, , 
2015/2/2,2,2015,2,29,8,9, , 
2015/2/3,2,2015,2,26,8,9, , 
2015/2/4,2,2015,2,30,12,14, , 
2015/2/5,2,2015,2,40,9,10, , 
2015/2/6,2,2015,2,43,14,10, , 
2015/2/7,2,2015,2,54,12,20, , 
2015/2/8,2,2015,2,54,12,3, , 
2015/2/9,2,2015,2,49,10,4, , 
2015/2/10,2,2015,2,34,12,11, , 
2015/2/11,2,2015,2,46,20,15, , 
2015/2/12,2,2015,2,64,8,8, , 
2015/2/13,2,2015,2,33,8,5, , 
2015/2/14,2,2015,2,27,10,6, , 
2015/2/15,2,2015,2,29,10,8, , 
2015/2/16,2,2015,2,37,10,18, , 
2015/2/17,2,2015,2,31,7,6, , 
2015/2/18,2,2015,2,26,8,11, , 
2015/2/19,2,2015,2,28,9,13, , 
2015/2/20,2,2015,2,32,9,9, , 
2015/2/21,2,2015,2,38,17,24, , 
2015/2/22,2,2015,2,53,48,3, , 
2015/2/23,2,2015,2,97,41,4, , 
2015/2/24,2,2015,2,82,16,6, , 
2015/2/25,2,2015,2,59,18,14, , 
2015/2/26,2,2015,2,57,13,4, , 
2015/2/27,2,2015,2,41,9,5, , 
2015/2/28,2,2015,2,32,10,11, , 
2015/3/1,2,2015,3,40,12,4, , 
2015/3/2,2,2015,3,41,14,9, , 
2015/3/3,2,2015,3,51,9,11, , 
2015/3/4,2,2015,3,33,10,7, , 
2015/3/5,2,2015,3,35,13,14, , 
2015/3/6,2,2015,3,46,14,15, , 
2015/3/7,2,2015,3,54,12,11, , 
2015/3/8,2,2015,3,53,11,12, , 
2015/3/9,2,2015,3,41,7,4, , 
2015/3/10,2,2015,3,30,10,2, , 
2015/3/11,2,2015,3,48,11,3, , 
2015/3/12,2,2015,3,51,13,3, , 
2015/3/13,2,2015,3,51,11,7, , 
2015/3/14,2,2015,3,46,12,8, , 
2015/3/15,2,2015,3,50,19,12, , 
2015/3/16,2,2015,3,63,28,12, , 
2015/3/17,2,2015,3,83,31,9, , 
2015/3/18,2,2015,3,86,25,12, , 
2015/3/19,2,2015,3,74,15,10, , 
2015/3/20,2,2015,3,56,16,10, , 
2015/3/21,2,2015,3,63,18,11, , 
2015/3/22,2,2015,3,65,15,4, , 
2015/3/23,2,2015,3,56,7,3, , 
2015/3/24,2,2015,3,33,7,2, , 
2015/3/25,2,2015,3,36,13,2, , 
2015/3/26,2,2015,3,48,31,3, , 
2015/3/27,2,2015,3,90,33,4, , 
2015/3/28,2,2015,3,94,24,4, , 
2015/3/29,2,2015,3,81,31,6, , 
2015/3/30,2,2015,3,99,33,11, , 
2015/3/31,2,2015,3,101,26,8, , 
2014/10/1,2,2014,10,50, ,5, , 
2014/10/2,2,2014,10,51, ,5, , 
2014/10/3,2,2014,10,54, ,3, , 
2014/10/4,2,2014,10,49, ,4, , 
2014/10/5,2,2014,10,46, ,5, , 
2014/10/6,2,2014,10,36, ,5, , 
2014/10/7,2,2014,10,44, ,6, , 
2014/10/8,2,2014,10,56, ,5, , 
2014/10/9,2,2014,10,61, ,5, , 
2014/10/10,2,2014,10,49, ,5, , 
2014/10/11,2,2014,10,75, ,5, , 
2014/10/12,2,2014,10,66, ,5, , 
2014/10/13,2,2014,10,98, ,3, , 
2014/10/14,2,2014,10,34, ,6, , 
2014/10/15,2,2014,10,39, ,9, , 
2014/10/16,2,2014,10,36, ,3, , 
2014/10/17,2,2014,10,47, ,6, , 
2014/10/18,2,2014,10,51, ,10, , 
2014/10/19,2,2014,10,68, ,8, , 
2014/10/20,2,2014,10,68, ,6, , 
2014/10/21,2,2014,10,51, ,4, , 
2014/10/22,2,2014,10,49, ,7, , 
2014/10/23,2,2014,10,49, ,8, , 
2014/10/24,2,2014,10,50, ,12, , 
2014/10/25,2,2014,10,56, ,12, , 
2014/10/26,2,2014,10,59, ,4, , 
2014/10/27,2,2014,10,53, ,2, , 
2014/10/28,2,2014,10,24, ,3, , 
2014/10/29,2,2014,10,36, ,8, , 
2014/10/30,2,2014,10,47, ,7, , 
2014/10/31,2,2014,10,55, ,15, , 
2014/11/1,2,2014,11,68, ,8, , 
2014/11/2,2,2014,11,48, ,2, , 
2014/11/3,2,2014,11,53, ,3, , 
2014/11/4,2,2014,11,54, ,11, , 
2014/11/5,2,2014,11,53, ,14, , 
2014/11/6,2,2014,11,52, ,2, , 
2014/11/7,2,2014,11,50, ,3, , 
2014/11/8,2,2014,11,52, ,10, , 
2014/11/9,2,2014,11,57,13,8, , 
2014/11/10,2,2014,11,49,14,11, , 
2014/11/11,2,2014,11,52,16,11, , 
2014/11/12,2,2014,11,56,12,4, , 
2014/11/13,2,2014,11,46,14,4, , 
2014/11/14,2,2014,11,38,15,5, , 
2014/11/15,2,2014,11,46,13,4, , 
2014/11/16,2,2014,11,51,14,10, , 
2014/11/17,2,2014,11,52,13,8, , 
2014/11/18,2,2014,11,41,15,9, , 
2014/11/19,2,2014,11,43,18,13, , 
2014/11/20,2,2014,11,56,15,21, , 
2014/11/21,2,2014,11,47,17,9, , 
2014/11/22,2,2014,11,51,14,6, , 
2014/11/23,2,2014,11,48,11,8, , 
2014/11/24,2,2014,11,33,18,15, , 
2014/11/25,2,2014,11,55,17,12, , 
2014/11/26,2,2014,11,44,15,16, , 
2014/11/27,2,2014,11,40,15,16, , 
2014/11/28,2,2014,11,55,15,11, , 
2014/11/29,2,2014,11,48,16,8, , 
2014/11/30,2,2014,11,49,17,13, , 
2014/12/1,2,2014,12,51,13,3, , 
2014/12/2,2,2014,12,40,12,8, , 
2014/12/3,2,2014,12,34,14,11, , 
2014/12/4,2,2014,12,40,11,10, , 
2014/12/5,2,2014,12,33,10,12, , 
2014/12/6,2,2014,12,31,9,7, , 
2014/12/7,2,2014,12,29,11,17, , 
2014/12/8,2,2014,12,36,11,13, , 
2014/12/9,2,2014,12,35,16,17, , 
2014/12/10,2,2014,12,50,14,17, , 
2014/12/11,2,2014,12,45,17,7, , 
2014/12/12,2,2014,12,48,11,6, , 
2014/12/13,2,2014,12,35,8,7, , 
2014/12/14,2,2014,12,31,9,10, , 
2014/12/15,2,2014,12,30,12,29, , 
2014/12/16,2,2014,12,45,14,4, , 
2014/12/17,2,2014,12,47,8,13, , 
2014/12/18,2,2014,12,30,6,10, , 
2014/12/19,2,2014,12,29,11,17, , 
2014/12/20,2,2014,12,40,15,2, , 
2014/12/21,2,2014,12,50,12,4, , 
2014/12/22,2,2014,12,39,11,5, , 
2014/12/23,2,2014,12,41,12,11, , 
2014/12/24,2,2014,12,47,11,8, , 
2014/12/25,2,2014,12,38,11,8, , 
2014/12/26,2,2014,12,41,12,10, , 
2014/12/27,2,2014,12,47,11,10, , 
2014/12/28,2,2014,12,44, , , , 
2014/7/1,2,2014,7,31,12,2, , 
2014/7/2,2,2014,7,42,20,4, , 
2014/7/3,2,2014,7,59,7,2, , 
2014/7/4,2,2014,7,25,8,1, , 
2014/7/5,2,2014,7,29,13,2, , 
2014/7/6,2,2014,7,50,20,5, , 
2014/7/7,2,2014,7,61,15,5, , 
2014/7/8,2,2014,7,59,27,8, , 
2014/7/9,2,2014,7,77,20,12, , 
2014/7/10,2,2014,7,41,9,5, , 
2014/7/11,2,2014,7,34,12,2, , 
2014/7/12,2,2014,7,47,26,5, , 
2014/7/13,2,2014,7,73,20,2, , 
