表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公開日：,2021年3月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***,調査又は集計していないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,データが得られないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,数値が秘匿されているもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A1301,,A130101,,A130102,,A1302,,A130201,,A130202,,A1303,,A130301,,A130302,,A1304,,A130401,,A130402,,A1305,,A130501,,A130502,,A1306,,A130601,,A130602,
調査年 コード,調査年,地域 コード,地域,/項目,A1301_15歳未満人口【人】,注釈,A130101_15歳未満人口（男）【人】,注釈,A130102_15歳未満人口（女）【人】,注釈,A1302_15～64歳人口【人】,注釈,A130201_15～64歳人口（男）【人】,注釈,A130202_15～64歳人口（女）【人】,注釈,A1303_65歳以上人口【人】,注釈,A130301_65歳以上人口（男）【人】,注釈,A130302_65歳以上人口（女）【人】,注釈,A1304_15歳未満人口割合【％】,注釈,A130401_15歳未満人口割合（男）【％】,注釈,A130402_15歳未満人口割合（女）【％】,注釈,A1305_15～64歳人口割合【％】,注釈,A130501_15～64歳人口割合（男）【％】,注釈,A130502_15～64歳人口割合（女）【％】,注釈,A1306_65歳以上人口割合【％】,注釈,A130601_65歳以上人口割合（男）【％】,注釈,A130602_65歳以上人口割合（女）【％】,注釈
1994100000,1994年度,43000,熊本県,,"327,000",,"168,000",,"159,000",,"1,195,000",,"575,000",,"619,000",,"330,000",,"130,000",,"199,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1994100000,1994年度,44000,大分県,,"205,000",,"105,000",,"99,000",,"805,000",,"387,000",,"418,000",,"222,000",,"89,000",,"133,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1994100000,1994年度,45000,宮崎県,,"215,000",,"110,000",,"105,000",,"762,000",,"365,000",,"396,000",,"196,000",,"78,000",,"119,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1994100000,1994年度,46000,鹿児島県,,"319,000",,"163,000",,"156,000",,"1,126,000",,"540,000",,"586,000",,"342,000",,"133,000",,"209,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1994100000,1994年度,47000,沖縄県,,"281,000",,"145,000",,"136,000",,"829,000",,"417,000",,"413,000",,"148,000",,"56,000",,"92,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,0,全国,,"20,841,000",,"10,688,000",,"10,153,000",,"87,023,000",,"43,647,000",,"43,376,000",,"16,900,000",,"6,893,000",,"10,007,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,1000,北海道,,"940,000",,"482,000",,"459,000",,"3,951,000",,"1,916,000",,"2,035,000",,"774,000",,"328,000",,"447,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,2000,青森県,,"260,000",,"133,000",,"127,000",,"993,000",,"476,000",,"516,000",,"217,000",,"86,000",,"131,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,3000,岩手県,,"243,000",,"124,000",,"118,000",,"938,000",,"459,000",,"479,000",,"234,000",,"95,000",,"139,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,4000,宮城県,,"410,000",,"210,000",,"200,000",,"1,571,000",,"785,000",,"786,000",,"309,000",,"128,000",,"181,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,5000,秋田県,,"199,000",,"102,000",,"97,000",,"798,000",,"387,000",,"411,000",,"219,000",,"89,000",,"130,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,6000,山形県,,"217,000",,"111,000",,"106,000",,"805,000",,"400,000",,"405,000",,"231,000",,"93,000",,"138,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,7000,福島県,,"390,000",,"200,000",,"190,000",,"1,387,000",,"693,000",,"694,000",,"344,000",,"141,000",,"203,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,8000,茨城県,,"517,000",,"265,000",,"252,000",,"2,014,000",,"1,034,000",,"980,000",,"385,000",,"159,000",,"226,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,9000,栃木県,,"352,000",,"181,000",,"172,000",,"1,343,000",,"688,000",,"655,000",,"271,000",,"111,000",,"160,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,10000,群馬県,,"335,000",,"172,000",,"163,000",,"1,363,000",,"691,000",,"672,000",,"290,000",,"120,000",,"170,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,11000,埼玉県,,"1,118,000",,"575,000",,"543,000",,"4,896,000",,"2,530,000",,"2,366,000",,"618,000",,"259,000",,"359,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,12000,千葉県,,"954,000",,"491,000",,"463,000",,"4,173,000",,"2,153,000",,"2,020,000",,"593,000",,"247,000",,"346,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,13000,東京都,,"1,644,000",,"844,000",,"800,000",,"8,765,000",,"4,508,000",,"4,258,000",,"1,421,000",,"592,000",,"829,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,14000,神奈川県,,"1,295,000",,"666,000",,"629,000",,"6,029,000",,"3,159,000",,"2,870,000",,"825,000",,"354,000",,"471,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,15000,新潟県,,"423,000",,"216,000",,"207,000",,"1,629,000",,"814,000",,"815,000",,"426,000",,"171,000",,"254,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,16000,富山県,,"177,000",,"91,000",,"86,000",,"756,000",,"372,000",,"383,000",,"189,000",,"77,000",,"112,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,17000,石川県,,"197,000",,"101,000",,"96,000",,"795,000",,"392,000",,"403,000",,"179,000",,"72,000",,"107,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,18000,福井県,,"144,000",,"74,000",,"70,000",,"544,000",,"272,000",,"272,000",,"137,000",,"55,000",,"82,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,19000,山梨県,,"148,000",,"76,000",,"72,000",,"576,000",,"291,000",,"284,000",,"142,000",,"58,000",,"84,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,20000,長野県,,"363,000",,"186,000",,"177,000",,"1,417,000",,"709,000",,"709,000",,"390,000",,"161,000",,"229,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,21000,岐阜県,,"358,000",,"183,000",,"175,000",,"1,430,000",,"704,000",,"726,000",,"298,000",,"126,000",,"172,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,22000,静岡県,,"628,000",,"321,000",,"307,000",,"2,571,000",,"1,298,000",,"1,273,000",,"513,000",,"212,000",,"301,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,23000,愛知県,,"1,159,000",,"593,000",,"566,000",,"4,889,000",,"2,506,000",,"2,383,000",,"747,000",,"311,000",,"436,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,24000,三重県,,"307,000",,"157,000",,"150,000",,"1,238,000",,"615,000",,"623,000",,"274,000",,"110,000",,"164,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,25000,滋賀県,,"235,000",,"121,000",,"114,000",,"855,000",,"431,000",,"425,000",,"168,000",,"68,000",,"100,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,26000,京都府,,"415,000",,"214,000",,"201,000",,"1,827,000",,"910,000",,"917,000",,"363,000",,"143,000",,"220,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,27000,大阪府,,"1,391,000",,"714,000",,"677,000",,"6,384,000",,"3,199,000",,"3,184,000",,"948,000",,"381,000",,"567,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,28000,兵庫県,,"925,000",,"473,000",,"452,000",,"3,837,000",,"1,890,000",,"1,947,000",,"728,000",,"296,000",,"432,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,29000,奈良県,,"241,000",,"123,000",,"118,000",,"991,000",,"484,000",,"506,000",,"181,000",,"73,000",,"107,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,30000,和歌山県,,"177,000",,"91,000",,"87,000",,"719,000",,"349,000",,"370,000",,"183,000",,"73,000",,"111,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,31000,鳥取県,,"110,000",,"56,000",,"53,000",,"394,000",,"194,000",,"200,000",,"111,000",,"43,000",,"68,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,32000,島根県,,"132,000",,"67,000",,"64,000",,"483,000",,"238,000",,"245,000",,"158,000",,"63,000",,"95,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,33000,岡山県,,"326,000",,"167,000",,"159,000",,"1,292,000",,"636,000",,"656,000",,"318,000",,"128,000",,"190,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,34000,広島県,,"485,000",,"249,000",,"236,000",,"1,960,000",,"972,000",,"988,000",,"427,000",,"174,000",,"253,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,35000,山口県,,"253,000",,"129,000",,"123,000",,"1,033,000",,"499,000",,"534,000",,"277,000",,"111,000",,"166,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,36000,徳島県,,"137,000",,"70,000",,"67,000",,"547,000",,"266,000",,"281,000",,"146,000",,"58,000",,"88,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,37000,香川県,,"168,000",,"87,000",,"82,000",,"681,000",,"335,000",,"347,000",,"175,000",,"71,000",,"104,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,38000,愛媛県,,"253,000",,"129,000",,"124,000",,"995,000",,"478,000",,"517,000",,"261,000",,"105,000",,"156,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,39000,高知県,,"131,000",,"67,000",,"64,000",,"527,000",,"254,000",,"272,000",,"157,000",,"62,000",,"95,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,40000,福岡県,,"856,000",,"440,000",,"416,000",,"3,339,000",,"1,623,000",,"1,716,000",,"680,000",,"268,000",,"412,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,41000,佐賀県,,"166,000",,"86,000",,"81,000",,"565,000",,"272,000",,"293,000",,"147,000",,"58,000",,"90,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,42000,長崎県,,"285,000",,"146,000",,"139,000",,"1,010,000",,"483,000",,"527,000",,"256,000",,"100,000",,"156,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,43000,熊本県,,"334,000",,"171,000",,"163,000",,"1,196,000",,"575,000",,"620,000",,"318,000",,"125,000",,"192,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,44000,大分県,,"210,000",,"108,000",,"102,000",,"807,000",,"387,000",,"420,000",,"214,000",,"85,000",,"129,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,45000,宮崎県,,"221,000",,"113,000",,"108,000",,"761,000",,"365,000",,"396,000",,"189,000",,"74,000",,"114,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,46000,鹿児島県,,"327,000",,"167,000",,"160,000",,"1,128,000",,"540,000",,"588,000",,"331,000",,"128,000",,"203,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1993100000,1993年度,47000,沖縄県,,"285,000",,"147,000",,"138,000",,"822,000",,"413,000",,"410,000",,"140,000",,"53,000",,"88,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,0,全国,,"21,364,000",,"10,954,000",,"10,410,000",,"86,845,000",,"43,547,000",,"43,298,000",,"16,242,000",,"6,594,000",,"9,648,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,1000,北海道,,"971,000",,"497,000",,"474,000",,"3,948,000",,"1,915,000",,"2,033,000",,"740,000",,"313,000",,"427,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,2000,青森県,,"268,000",,"137,000",,"131,000",,"995,000",,"477,000",,"518,000",,"208,000",,"83,000",,"126,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,3000,岩手県,,"251,000",,"129,000",,"123,000",,"938,000",,"459,000",,"479,000",,"225,000",,"91,000",,"134,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,4000,宮城県,,"420,000",,"215,000",,"205,000",,"1,561,000",,"780,000",,"781,000",,"296,000",,"122,000",,"174,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,5000,秋田県,,"206,000",,"106,000",,"100,000",,"804,000",,"389,000",,"414,000",,"210,000",,"85,000",,"125,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,6000,山形県,,"223,000",,"114,000",,"109,000",,"810,000",,"402,000",,"408,000",,"223,000",,"90,000",,"133,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,7000,福島県,,"400,000",,"205,000",,"195,000",,"1,384,000",,"691,000",,"694,000",,"331,000",,"135,000",,"196,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,8000,茨城県,,"531,000",,"272,000",,"259,000",,"1,994,000",,"1,023,000",,"971,000",,"370,000",,"152,000",,"219,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,9000,栃木県,,"361,000",,"185,000",,"176,000",,"1,335,000",,"683,000",,"652,000",,"260,000",,"106,000",,"154,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,10000,群馬県,,"346,000",,"177,000",,"168,000",,"1,358,000",,"688,000",,"670,000",,"279,000",,"115,000",,"164,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,11000,埼玉県,,"1,142,000",,"587,000",,"555,000",,"4,831,000",,"2,497,000",,"2,334,000",,"589,000",,"245,000",,"344,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,12000,千葉県,,"980,000",,"504,000",,"476,000",,"4,127,000",,"2,128,000",,"1,999,000",,"566,000",,"234,000",,"332,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,13000,東京都,,"1,680,000",,"863,000",,"818,000",,"8,828,000",,"4,543,000",,"4,284,000",,"1,366,000",,"567,000",,"799,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,14000,神奈川県,,"1,320,000",,"679,000",,"641,000",,"5,999,000",,"3,147,000",,"2,852,000",,"785,000",,"335,000",,"449,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,15000,新潟県,,"435,000",,"222,000",,"213,000",,"1,630,000",,"814,000",,"816,000",,"410,000",,"164,000",,"246,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,16000,富山県,,"182,000",,"94,000",,"89,000",,"756,000",,"371,000",,"384,000",,"182,000",,"74,000",,"109,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,17000,石川県,,"202,000",,"103,000",,"99,000",,"794,000",,"391,000",,"403,000",,"173,000",,"70,000",,"103,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,18000,福井県,,"148,000",,"76,000",,"72,000",,"544,000",,"272,000",,"273,000",,"132,000",,"53,000",,"79,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,19000,山梨県,,"150,000",,"77,000",,"73,000",,"575,000",,"291,000",,"284,000",,"137,000",,"56,000",,"81,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,20000,長野県,,"373,000",,"191,000",,"182,000",,"1,416,000",,"707,000",,"709,000",,"376,000",,"155,000",,"221,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,21000,岐阜県,,"367,000",,"188,000",,"179,000",,"1,427,000",,"702,000",,"725,000",,"286,000",,"120,000",,"166,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,22000,静岡県,,"649,000",,"332,000",,"317,000",,"2,563,000",,"1,293,000",,"1,270,000",,"490,000",,"201,000",,"289,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,23000,愛知県,,"1,182,000",,"605,000",,"577,000",,"4,867,000",,"2,494,000",,"2,373,000",,"717,000",,"296,000",,"421,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,24000,三重県,,"314,000",,"161,000",,"153,000",,"1,233,000",,"612,000",,"621,000",,"264,000",,"105,000",,"159,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,25000,滋賀県,,"240,000",,"123,000",,"116,000",,"846,000",,"426,000",,"420,000",,"161,000",,"64,000",,"97,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,26000,京都府,,"426,000",,"220,000",,"206,000",,"1,828,000",,"911,000",,"917,000",,"352,000",,"138,000",,"214,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,27000,大阪府,,"1,427,000",,"732,000",,"695,000",,"6,395,000",,"3,207,000",,"3,188,000",,"913,000",,"365,000",,"549,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,28000,兵庫県,,"946,000",,"484,000",,"462,000",,"3,819,000",,"1,881,000",,"1,938,000",,"700,000",,"283,000",,"417,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,29000,奈良県,,"246,000",,"126,000",,"120,000",,"982,000",,"480,000",,"502,000",,"173,000",,"70,000",,"103,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,30000,和歌山県,,"182,000",,"93,000",,"89,000",,"719,000",,"349,000",,"370,000",,"177,000",,"70,000",,"107,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,31000,鳥取県,,"112,000",,"58,000",,"55,000",,"395,000",,"195,000",,"200,000",,"108,000",,"42,000",,"66,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,32000,島根県,,"136,000",,"70,000",,"66,000",,"487,000",,"240,000",,"247,000",,"153,000",,"61,000",,"92,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,33000,岡山県,,"334,000",,"171,000",,"162,000",,"1,291,000",,"635,000",,"656,000",,"307,000",,"123,000",,"184,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,34000,広島県,,"498,000",,"256,000",,"242,000",,"1,957,000",,"969,000",,"988,000",,"412,000",,"168,000",,"244,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,35000,山口県,,"260,000",,"133,000",,"127,000",,"1,037,000",,"501,000",,"536,000",,"268,000",,"107,000",,"161,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,36000,徳島県,,"141,000",,"72,000",,"69,000",,"549,000",,"267,000",,"282,000",,"140,000",,"56,000",,"85,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,37000,香川県,,"173,000",,"89,000",,"84,000",,"682,000",,"335,000",,"347,000",,"169,000",,"68,000",,"101,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,38000,愛媛県,,"261,000",,"133,000",,"128,000",,"998,000",,"479,000",,"519,000",,"251,000",,"101,000",,"150,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,39000,高知県,,"135,000",,"69,000",,"66,000",,"530,000",,"256,000",,"274,000",,"152,000",,"59,000",,"93,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,40000,福岡県,,"874,000",,"449,000",,"425,000",,"3,325,000",,"1,615,000",,"1,711,000",,"653,000",,"257,000",,"396,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,41000,佐賀県,,"170,000",,"87,000",,"83,000",,"565,000",,"271,000",,"294,000",,"143,000",,"56,000",,"87,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,42000,長崎県,,"294,000",,"151,000",,"144,000",,"1,010,000",,"483,000",,"527,000",,"247,000",,"96,000",,"151,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,43000,熊本県,,"341,000",,"175,000",,"166,000",,"1,197,000",,"575,000",,"621,000",,"307,000",,"121,000",,"186,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,44000,大分県,,"217,000",,"111,000",,"105,000",,"810,000",,"388,000",,"421,000",,"207,000",,"82,000",,"124,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,45000,宮崎県,,"226,000",,"115,000",,"110,000",,"759,000",,"363,000",,"396,000",,"182,000",,"71,000",,"110,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,46000,鹿児島県,,"336,000",,"171,000",,"164,000",,"1,132,000",,"542,000",,"590,000",,"320,000",,"123,000",,"197,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1992100000,1992年度,47000,沖縄県,,"289,000",,"148,000",,"141,000",,"816,000",,"409,000",,"407,000",,"133,000",,"49,000",,"84,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,0,全国,,"21,904,000",,"11,230,000",,"10,674,000",,"86,557,000",,"43,377,000",,"43,180,000",,"15,582,000",,"6,298,000",,"9,285,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,1000,北海道,,"1,000,000",,"512,000",,"488,000",,"3,941,000",,"1,912,000",,"2,029,000",,"707,000",,"298,000",,"409,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,2000,青森県,,"278,000",,"142,000",,"135,000",,"999,000",,"479,000",,"520,000",,"200,000",,"79,000",,"121,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,3000,岩手県,,"260,000",,"133,000",,"127,000",,"940,000",,"459,000",,"481,000",,"215,000",,"87,000",,"128,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,4000,宮城県,,"430,000",,"221,000",,"210,000",,"1,552,000",,"775,000",,"777,000",,"281,000",,"116,000",,"166,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,5000,秋田県,,"212,000",,"109,000",,"103,000",,"810,000",,"392,000",,"418,000",,"200,000",,"81,000",,"119,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,6000,山形県,,"228,000",,"117,000",,"111,000",,"815,000",,"404,000",,"411,000",,"214,000",,"86,000",,"128,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,7000,福島県,,"410,000",,"210,000",,"200,000",,"1,382,000",,"689,000",,"693,000",,"316,000",,"129,000",,"188,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,8000,茨城県,,"544,000",,"279,000",,"266,000",,"1,971,000",,"1,009,000",,"962,000",,"355,000",,"145,000",,"210,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,9000,栃木県,,"370,000",,"190,000",,"180,000",,"1,327,000",,"678,000",,"649,000",,"249,000",,"101,000",,"148,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,10000,群馬県,,"355,000",,"182,000",,"173,000",,"1,351,000",,"684,000",,"667,000",,"268,000",,"109,000",,"158,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,11000,埼玉県,,"1,168,000",,"600,000",,"568,000",,"4,755,000",,"2,456,000",,"2,299,000",,"560,000",,"231,000",,"329,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,12000,千葉県,,"1,006,000",,"517,000",,"489,000",,"4,070,000",,"2,096,000",,"1,973,000",,"538,000",,"220,000",,"318,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,13000,東京都,,"1,711,000",,"879,000",,"832,000",,"8,866,000",,"4,566,000",,"4,300,000",,"1,311,000",,"542,000",,"769,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,14000,神奈川県,,"1,347,000",,"693,000",,"654,000",,"5,952,000",,"3,123,000",,"2,829,000",,"744,000",,"316,000",,"429,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,15000,新潟県,,"448,000",,"229,000",,"219,000",,"1,632,000",,"814,000",,"818,000",,"394,000",,"157,000",,"237,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,16000,富山県,,"189,000",,"97,000",,"92,000",,"756,000",,"371,000",,"385,000",,"176,000",,"71,000",,"105,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,17000,石川県,,"208,000",,"106,000",,"102,000",,"791,000",,"389,000",,"402,000",,"167,000",,"67,000",,"100,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,18000,福井県,,"152,000",,"78,000",,"74,000",,"545,000",,"272,000",,"273,000",,"127,000",,"51,000",,"76,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,19000,山梨県,,"153,000",,"78,000",,"75,000",,"573,000",,"290,000",,"284,000",,"131,000",,"53,000",,"78,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,20000,長野県,,"382,000",,"196,000",,"186,000",,"1,417,000",,"706,000",,"711,000",,"361,000",,"148,000",,"213,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,21000,岐阜県,,"376,000",,"193,000",,"183,000",,"1,422,000",,"699,000",,"723,000",,"274,000",,"114,000",,"160,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,22000,静岡県,,"670,000",,"343,000",,"327,000",,"2,549,000",,"1,284,000",,"1,264,000",,"467,000",,"190,000",,"277,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,23000,愛知県,,"1,206,000",,"618,000",,"589,000",,"4,832,000",,"2,474,000",,"2,357,000",,"686,000",,"281,000",,"405,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,24000,三重県,,"322,000",,"165,000",,"157,000",,"1,227,000",,"609,000",,"618,000",,"254,000",,"100,000",,"153,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,25000,滋賀県,,"244,000",,"126,000",,"119,000",,"836,000",,"421,000",,"415,000",,"154,000",,"61,000",,"93,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
1991100000,1991年度,26000,京都府,,"437,000",,"225,000",,"212,000",,"1,827,000",,"910,000",,"916,000",,"340,000",,"132,000",,"208,000",,***,,***,,***,,***,,***,,***,,***,,***,,***,
